,subject,two_back,no_back
123,123,1.2320557762868325,1.193164994132292
124,124,1.3438975782757898,1.329288402849681
125,125,1.347949162502027,1.3611532963376802
126,126,1.3102391685557138,1.3176891720173014
127,127,1.222060118114912,1.2529074331331076
128,128,1.3230480171887777,1.3356371110117597
129,129,1.286560429378788,1.2646070578722992
130,130,1.323363115086548,1.2746844017054684
131,131,0.881658825984635,0.9625418618416127
132,132,1.3127481233214757,1.2940634700436338
133,133,1.5032438667715198,1.500709506948304
134,134,1.3473457289359545,1.3602381871584317
135,135,1.2743755211629861,1.298985295640537
136,136,1.3438844852942,1.2611883043288068
137,137,1.3686516971646971,1.3759377870464695
138,138,1.3667242714063152,1.3540769710034781
139,139,1.3488456453427728,1.3334824038631432
140,140,1.309554397475303,1.2642818737326538
141,141,1.3525919522209735,1.3280534112887379
142,142,1.3283454817937894,1.3414864367897064
143,143,1.2767834387765578,1.2771677391323908
144,144,1.3364479495045263,1.2808590733059138
145,145,1.1627717744936448,1.06107821221445
146,146,1.2133808179667924,1.2484768338257002
147,147,1.3075371174332018,1.3216290059388698
148,148,1.5285973359071994,1.5592542644436094
149,149,1.317272498763328,1.22365876448411
150,150,1.3231534342870845,1.287003965334548
151,151,1.3607000458660756,1.3499110201328193
152,152,1.3412909747568431,1.3658446278217198
153,153,1.3582155489684338,1.3482809335210666
154,154,1.2647303530362815,1.2783855431194286
155,155,1.359119900336274,1.33871144045983
156,156,1.6319417330216472,1.5781985356329795
157,157,1.2690245075692326,1.2706979304215533
158,158,1.3094817117280562,1.2893589439795816
159,159,1.6830676631347512,1.7057630365147853
160,160,1.3663547350375793,1.3564936182322145
161,161,1.3503627758151995,1.3207577695029256
162,162,1.2426586986489014,1.2548362272897835
163,163,1.3254928211967416,1.2797137824531442
164,164,1.2917636649643165,1.3245570806200422
165,165,1.2519414343352266,1.1881964922196802
166,166,1.2459597643280544,1.2845939512078608
167,167,1.2859884317417016,1.2433593730311996
168,168,1.3735152835880415,1.3768272205641425
169,169,1.3490456085526816,1.3225112629917906
170,170,1.2957980065541377,1.2514271726543502
171,171,1.365647211770327,1.3341393898618623
172,172,1.2731857526993962,1.263719931139152
173,173,1.3140354698257992,1.2900044210395456
174,174,1.3339290603049059,1.3144538950728262
175,175,1.2818366875478693,1.3339242203095287
176,176,1.364516225887928,1.3478635222432973
177,177,1.3420402682060095,1.3390244228528154
178,178,1.3241698789608083,1.329964861254898
179,179,1.3710697166575678,1.350078242726191
180,180,1.6304173295918383,1.6299073821098387
181,181,1.356552469406423,1.36187057259998
182,182,1.3124892595400337,1.3164848726772567
183,183,1.3079482935503242,1.336225536941282
184,184,1.366278930895358,1.3772800736960462
185,185,1.2964028593958818,1.3285132764173966
186,186,1.3524460895998276,1.3417316231081102
187,187,1.2971088831357698,1.2395242251686336
188,188,1.1583649111871583,1.1105178846973889
189,189,1.3933994183393985,1.3688669944727794
190,190,1.2154014532290136,1.247383822984862
191,191,1.3111575422402744,1.3197933039072232
192,192,1.3451221086743896,1.316063214804498
193,193,1.3165318163168396,1.3104070596638322
194,194,1.3162945980986616,1.3248561170160622
195,195,1.3669935051262778,1.3317071566289211
196,196,1.3528792711030335,1.310207367318524
197,197,1.309769371413755,1.3236551092281865
198,198,1.3473516112467496,1.3421472201490199
199,199,1.3429612633557224,1.3288669035473992
200,200,1.3258961848614705,1.3183965103245483
201,201,1.3220985958419118,1.3433846649114551
202,202,1.2946542461227557,1.2960929824007876
203,203,1.3526558126270283,1.3677096816782974
204,204,1.2499241315048772,1.2277059935052816
205,205,1.0859371573041248,1.0978580760947758
206,206,1.3482616967422596,1.3421358713098988
207,207,1.342508045264696,1.3279698563237101
208,208,1.355187780734113,1.3812970714919732
209,209,1.3394703142901403,1.3460629778912239
210,210,1.3366453945451588,1.2744629821009505
211,211,1.335695047290793,1.3521253477698223
212,212,1.2987539088615168,1.2694712025089625
213,213,1.3308708930294546,1.2422226220222483
214,214,1.3531929784793724,1.3414356974798671
215,215,1.3786435158876715,1.3525245813479503
216,216,1.1537188520874244,1.024145846488973
217,217,1.350085986951988,1.3489321744982288
218,218,1.3496991515861543,1.3387208870949328
219,219,1.3328741970954467,1.327285480446012
220,220,1.3869740988743962,1.3567246785286278
221,221,1.6259040222262862,1.6525513618184342
222,222,1.729016134774781,1.7359313080950591
223,223,1.3643024459776387,1.3711322213693702
224,224,1.250839445026018,1.1879650862935935
225,225,1.3317015075546892,1.3451570187223545
226,226,1.6329003388829324,1.5963135338084171
227,227,1.365126116925814,1.3599479513057986
228,228,1.3712591813951003,1.3348327275621252
229,229,1.3587745588771796,1.3445046404877226
230,230,1.3809790611964765,1.3182903559940247
231,231,1.3587720676466606,1.3714140613546908
232,232,1.3415219599342427,1.286258254159859
233,233,1.3083933755630186,1.300563446512831
234,234,1.2297693983766413,1.1921965821863245
235,235,1.2596622072988695,1.2962675157959422
236,236,1.5591461769058421,1.505182896668509
237,237,1.2977611120104802,1.2577474866110132
238,238,1.13378287741057,1.2695047704893028
239,239,1.3425887597078876,1.3430706414289506
240,240,1.2828820968481438,1.3396087851740177
241,241,0.97344754009182,1.1563460713780571
242,242,1.3534939399575914,1.3490341933890224
243,243,1.3022219979433325,1.2751065258734204
244,244,1.2858893426447942,1.310726284524117
245,245,1.2958904302806755,1.3416006867924155
246,246,1.200776206457936,1.0939404701519269
247,247,1.3752231502296461,1.3788054554078613
248,248,1.3468120579429674,1.3608780557405213
249,249,1.354187589086489,1.3712595649972683
250,250,1.3255272540620697,1.341393027217619
251,251,1.265467369945284,1.137663196097658
252,252,1.343350978950875,1.3310122836658023
253,253,1.2602888722458014,1.3224496018362033
254,254,1.3544385453654308,1.3176020032357294
255,255,1.3090855344036887,1.2874578724083878
256,256,1.377349520418433,1.275718343706942
257,257,1.3483088500439246,1.3082643304332628
258,258,1.3766094173552086,1.3420500387017251
259,259,1.3366336064126711,1.320649865761462
260,260,1.2847811842488768,1.3192713169532808
261,261,1.3595034340826526,1.346435124872878
262,262,1.26857057548606,1.297121043115623
263,263,1.370046937978207,1.3369227741851042
264,264,1.2652560769787449,1.3170823430020917
265,265,1.3520900430446634,1.3339331484698773
266,266,1.0405294222415502,0.9743169820197938
267,267,1.3484000765331896,1.331929675599508
268,268,1.344876452744097,1.3577303639773612
269,269,1.268621160652652,1.227375193407304
270,270,1.317951911305719,1.3449946220343056
271,271,1.233665976985786,1.171979391207992
272,272,1.3504205347594591,1.3323346295941485
273,273,1.341022276829383,1.344196013528824
274,274,1.3275092955167127,1.274606482535619
275,275,1.3119001405263049,1.2827997924666947
276,276,1.3636533513787645,1.346091067077894
277,277,1.311195050954747,1.3421435524129577
278,278,1.3535073560960198,1.3344670571435666
279,279,1.3686260551921563,1.3628388238243287
280,280,1.3602834814512494,1.342909048151848
281,281,1.2688316160653355,1.3407776538145817
282,282,1.354102809392073,1.3729850524806568
283,283,1.361169454216442,1.3458629335654575
284,284,1.2956065194226642,1.2876010622934217
285,285,1.3215136674798802,1.3257164507171764
286,286,1.6350915634832908,1.6733881077645938
287,287,1.3640876556984154,1.310544041765359
288,288,1.328009375550879,1.3121796297138633
289,289,1.3476425311207323,1.3266366582569988
290,290,1.3037626211212376,1.308553228056469
291,291,1.352044104369095,1.246670551226168
292,292,1.3797597571211642,1.3483896799171742
293,293,1.369036753200223,1.3478042805555588
294,294,1.309715109740532,1.2967825895229326
295,295,1.3361978123391387,1.3512762104599472
296,296,1.2692366884296813,1.134806278824504
297,297,1.6578488649480887,1.647925479205275
298,298,1.3580458347146416,1.3215756691082792
299,299,1.3661147028380705,1.3505291224853146
300,300,1.2886310735848128,1.2974361621527324
301,301,1.674006823682221,1.6704162318646922
302,302,1.2971840575175593,1.2993133666981862
303,303,1.3551732665237801,1.3540672822291129
304,304,1.3684225624167314,1.384374331320967
305,305,1.3769842971082051,1.3692054384688939
306,306,1.1603040055993288,1.2115973198350118
307,307,1.3432500122604754,1.3349423496700399
308,308,1.3449695974175255,1.356941004834082
309,309,1.2999670237291518,1.257102586243849
310,310,1.3079098074958193,1.3316648812542073
311,311,1.2432715490707023,1.0842163402850749
312,312,1.365814899600494,1.364155671113705
313,313,1.3102804683548808,1.34390140702696
314,314,1.3317143725120848,1.3419737486359724
315,315,1.310340955884164,1.3293971916544822
316,316,1.3273458418782642,1.3320951951243996
317,317,1.316878778341364,1.3069340357904482
318,318,1.3373508903465958,1.3355999341071063
319,319,1.4076856110883236,1.4453230803918982
320,320,1.3925654210098701,1.3614020066660633
321,321,1.3553439640915597,1.3724814333090734
322,322,1.3538718760152428,1.3097682708652627
323,323,1.3348320327989927,1.3224537688868079
324,324,1.2908678233716964,1.2826896338782652
325,325,1.3346639763342971,1.3533122996662375
326,326,1.2969694861383048,1.307980724803315
327,327,1.3265293296778369,1.2878100682555478
328,328,1.0354786828344353,1.0826180721380267
329,329,1.3546938790136998,1.3454889718322716
330,330,1.3552665180914796,1.2615375976048577
331,331,1.2616447719204862,1.337131993454926
332,332,1.3723538134054667,1.3374258529565737
333,333,1.3352824902701255,1.3160489671478208
334,334,1.3616969963923957,1.3565606364070353
335,335,1.3284535177731585,1.3538520876186277
336,336,1.355677346828663,1.3394925719595192
337,337,1.1617944818169514,1.197323445901738
338,338,1.2702504333791766,1.2331499917043915
