Participant,Window,no_back,two_back
2,34,39.0451249986175,40.220886520754064
2,35,41.06103944693322,44.771787646877726
2,36,47.879377600584995,48.97876296745073
2,37,53.269442589614016,49.23413847185823
2,38,54.19527371405066,46.634340807171085
2,39,51.27431624199972,44.455420783944035
2,40,49.25091115208163,42.62992515950692
2,41,53.94683943479066,41.094962355462485
2,42,58.12607109317076,40.68533555308834
2,43,51.323306090851936,40.65617377342442
2,44,43.31948111511103,45.26156948998273
2,45,44.34458136994716,50.305140998326316
2,46,53.545356553951535,57.809218064083645
2,47,54.39720599721795,67.58216446203333
2,48,50.363917992556395,68.4501112917593
2,49,44.31546451206776,67.40853463431182
2,50,41.98728821978054,61.461639112590774
2,51,40.320267636909506,61.92353727265602
2,52,40.80469548518308,55.14288963175758
2,53,39.55535152571287,45.23886519652328
2,54,50.099037198934504,49.26167468995351
2,55,53.3132390539434,52.075814579375184
2,56,58.031013409442046,51.257214653242784
2,57,57.53820310117592,47.43302247439068
2,58,54.75059429196495,45.06763218048753
2,59,50.23924721556546,43.58060602391819
2,60,48.73030937537709,38.716959461374316
2,61,45.07115249398427,36.570326204483884
2,62,39.566024753323724,36.902672246705805
2,63,38.216750049545865,38.46501382265398
2,64,46.08143314317028,49.03373442494765
2,65,50.69839586094703,50.3637131037671
2,66,58.40211150363165,55.285233105688704
2,67,55.39099857479178,56.852227394227874
2,68,47.249564844779364,55.804110264062345
2,69,52.410833776180546,50.948455124380835
2,70,55.48317923444772,41.46125984229652
2,71,53.47384356162381,41.05615502906922
2,72,45.807878747074234,44.80810547273948
3,0,57.09404637089586,54.156275364061756
3,1,54.92801027017909,51.55770380838251
3,2,53.02977160692533,47.42678073677344
3,3,53.79713249117553,45.82919886895073
3,4,50.70838334870984,43.516805457568154
3,5,58.07781798883548,63.345214812648685
3,6,66.74865649908332,83.84140704707428
3,7,71.03023924882075,89.62456478228842
3,8,68.98547065188872,82.01523865909513
3,9,59.483581065350116,67.14481627151585
3,10,49.55185602067487,46.15930908105498
3,11,47.828004865045266,46.29576409291326
3,12,45.819217327152835,47.55799506835501
3,13,48.179819395094384,48.948607167447854
3,14,46.71369981131158,46.654540511769284
3,15,52.637331501164844,43.76779870794627
3,16,55.03014929224056,45.7393948919944
3,17,56.09397083567437,47.76836859238053
3,18,52.80189442868442,47.89531424411533
3,19,49.92012247438177,48.47567756837449
3,20,48.92703576903828,48.36049986616486
3,21,47.100941798039045,48.872868917701936
3,22,46.86206684772548,46.231147176133156
3,23,47.71603586124427,45.414670488915334
3,24,46.67726950694057,45.33844001409988
3,25,95.49578202028468,64.4455357483967
3,26,103.97711319093867,82.37650709377563
3,27,99.83405579589002,92.96485019950835
3,28,94.47966327777237,86.90154397835997
3,29,72.84366471549623,66.44472950573093
3,30,57.011502041633115,48.33864902154447
3,31,55.129459221309304,43.854490954526234
3,32,54.69994516608514,41.992576466332764
3,33,49.50831144618635,46.402129016292314
3,34,53.121512101459174,66.84617001835737
3,35,65.66695144724426,95.39215988964112
3,36,70.69987987389521,97.72696803288054
3,37,72.16191429907754,89.3773617879779
3,38,67.36597017925936,75.78845174852303
3,39,45.60339637403939,54.579106603850015
3,40,46.821148348099825,48.47372886802565
3,41,47.159140419477005,42.68250367626297
3,42,48.79570809418789,44.68675467512594
3,43,48.09219856244458,48.69268723426308
3,44,51.35082053104027,51.52655852475823
3,45,59.49355987716068,57.13239797345345
3,46,59.751528362759,63.18404013506729
3,47,60.215111480750274,64.03584808122801
3,48,58.05701238806659,57.983648538708785
3,49,52.546563147978915,48.45165060480284
3,50,46.46583194161219,48.4284155688649
3,51,43.16880433551266,47.115368993554256
3,52,44.99349319815039,47.17796875058408
3,53,49.20544294942508,45.184582434641435
3,54,51.81348161464683,62.00936318209008
3,55,54.274275052417394,78.40468129545611
3,56,57.721303601093844,91.56149472439034
3,57,66.10386704343362,90.12751794136396
3,58,64.64017498506047,72.96943924130247
3,59,59.32896418209994,54.395549523682675
3,60,54.539798330226574,44.06869240363322
3,61,55.62163506125758,42.382831311305175
3,62,50.455862808392276,43.69617427102252
3,63,47.577544013832714,49.73586617823476
3,64,76.43528450103877,71.04624340979154
3,65,85.6994525539865,76.03560750075721
3,66,97.73688439144347,75.35958140982693
3,67,98.68572404957914,73.40171526197301
3,68,72.91229548312585,59.79817804023778
3,69,55.28376091663348,52.38105341973872
3,70,52.29968067765462,48.10735300591821
3,71,53.93414990598856,47.133407329124424
3,72,52.270571704718,43.76204396153939
4,0,45.57108546415727,63.60388035683845
4,1,46.39706920566267,61.165580527428986
4,2,47.243923476310954,54.65753793167848
4,3,46.82320980652569,52.55157837034453
4,4,46.81415653521855,49.446766563102535
4,5,50.16553424574237,50.73086234089491
4,6,52.75854726037906,64.5993308037534
4,7,54.56697863204121,65.13639035970697
4,8,54.71511654711255,65.54984392874861
4,9,51.4020235454778,63.324630575052566
4,10,46.77394087406517,58.7615453782332
4,11,46.018078127799846,50.33287319699982
4,12,47.42810832193104,47.27005985061756
4,13,48.1408019888011,45.84155874027215
4,14,46.49527145762502,46.93155660972955
4,15,47.008664828887156,46.706662529882315
4,16,48.500939620450424,47.15998580762504
4,17,46.368931236533506,50.80255239242479
4,18,46.16619066061545,52.356723711759315
4,19,46.1946220461299,49.88177283106285
4,20,46.56317717983279,46.801681630744625
4,21,46.48525746371718,49.25801856931278
4,22,47.889634231464015,49.67599410666633
4,23,47.94496578164747,49.093948905024035
4,24,45.72520396069083,47.94658614005614
4,25,59.218867227771106,58.048110211818965
4,26,64.74677784268404,60.13987611137875
4,27,63.57843920815695,63.88757311853488
4,28,60.89761266958443,59.174368793801456
4,29,56.7641094965474,52.80149309107501
4,30,54.30537844262306,49.78302269495046
4,31,51.86308188947153,47.092723485911826
4,32,49.66570011523198,44.826080900207074
4,33,48.16233570278314,43.63436265598719
4,34,47.88985532519464,47.787946066242256
4,35,57.246024394791654,55.27761917662243
4,36,65.84017214781458,57.32557645382142
4,37,67.6935799271941,58.26565989148005
4,38,64.77004841497022,56.89524857842002
4,39,59.51929728711759,46.55256031385213
4,40,52.09576463146511,45.70362168514692
4,41,47.69731731268753,46.48981225812467
4,42,46.55737837635384,46.9178049054732
4,43,46.81032907145445,45.51061686092371
4,44,49.37567669849468,48.25803493457085
4,45,52.422070655814686,54.70890724264105
4,46,50.663495264330734,61.7829028629448
4,47,50.444642941540714,64.3942091229797
4,48,49.27178356011011,56.046606179718246
4,49,47.356001545154804,47.25768333351278
4,50,46.420046387520635,48.75690571212371
4,51,46.35294782429481,48.95139841115464
4,52,46.76726123732114,48.92736265960263
4,53,45.34876347397583,47.57854633372796
4,54,49.43125805428226,56.689290838647686
4,55,52.545155302419204,59.64658989284258
4,56,55.82852378029253,63.03898878212246
4,57,56.70167993375689,61.730962960946755
4,58,54.46669602914384,54.83090044605041
4,59,54.30537844262306,50.74811087774489
4,60,51.86308188947153,47.90187131419223
4,61,49.66570011523198,45.219332756551246
4,62,48.16233570278314,43.80635609569379
4,63,47.54473994526354,44.90107458993608
4,64,53.195128983902784,66.57223926782575
4,65,54.95944621542421,77.81237941733232
4,66,55.438134619371304,77.30410763555683
4,67,52.55648836783873,74.03767772816181
4,68,46.425539249371596,65.59610805818843
4,69,46.46523139050458,61.921142140901345
4,70,47.23908709037009,55.073976821303305
4,71,46.48862337689597,53.42661942535292
4,72,47.10422757180846,48.779385978574766
5,0,57.53308444835623,50.03229682236069
5,1,58.92452921616571,52.12680375603297
5,2,63.241260070006966,51.49762116549538
5,3,56.915513862222184,55.97105891012905
5,4,46.449384084067376,49.16901618637998
5,5,46.90330919978834,50.29439244892801
5,6,51.09790553402114,55.8814062929092
5,7,53.67416971509323,62.25957768670315
5,8,56.141693082629864,71.21084705428116
5,9,54.73063043291871,69.44777310261199
5,10,48.496890098799646,63.44627054046587
5,11,44.69859198591226,56.68464214042135
5,12,46.54143131122221,58.07951675659482
5,13,50.682569990667844,66.5929039808172
5,14,56.20229948085583,73.35005307546935
5,15,60.545507766201474,62.91086033924896
5,16,62.60126055232236,52.016049461162126
5,17,58.53895678443937,52.002529485810264
5,18,49.190541531488854,48.49309550187257
5,19,49.49602212858167,47.4829283649127
5,20,48.89658008296438,48.17629333119586
5,21,46.02761425081576,46.065732816142514
5,22,48.53026183725388,42.799746022655306
5,23,52.51581687779845,41.058911531615756
5,24,57.901469226298296,41.40685250131979
5,25,65.07054782750812,46.828534952584214
5,26,67.36648341235144,51.47888586151576
5,27,62.540566600950896,55.1286601604127
5,28,53.439463010528335,55.365862931632165
5,29,48.771687826857615,60.0390369653816
5,30,47.706361344107314,57.88781346275916
5,31,46.26959337835101,50.58542522674716
5,32,44.80602163547561,65.64482148324804
5,33,44.59758354981723,70.552184437225
5,34,47.49155587425375,66.19116021142749
5,35,58.53646711793951,65.97766812503441
5,36,64.2343498838366,54.265989351393564
5,37,77.38909448694221,53.44287025682706
5,38,77.20308813051797,53.02239275401677
5,39,64.41982976523519,48.43929017620963
5,40,59.73029188300532,47.855170751601484
5,41,56.32641964409754,45.26457772711177
5,42,65.81568763630275,45.05497699127103
5,43,72.13454944345541,42.81562294568364
5,44,65.99858408211365,43.09683182678429
5,45,56.90853682809732,43.6547313900452
5,46,53.328268360335734,49.96272069106396
5,47,52.653537395889614,51.64992433307778
5,48,50.875265357631314,49.89565912609275
5,49,48.91921636274192,47.51456871397575
5,50,47.67700841608672,45.619891446877524
5,51,44.618502482796536,43.124823292849335
5,52,44.16439717070207,40.84414036388991
5,53,42.88723036539876,40.981808181619826
5,54,44.67291520443326,44.895846433711796
5,55,45.70980395136436,50.62705820979519
5,56,47.204067335138014,52.886620307317905
5,57,46.47453242797136,54.3950942512227
5,58,47.73773791191881,59.798432808702216
5,59,47.75798111663331,60.81368344393313
5,60,47.172551368045696,49.051920640633824
5,61,45.91431577333413,64.66488607085186
5,62,44.397268149352,69.5007613512631
5,63,43.93492938737896,65.72974381567893
5,64,47.98476856384893,68.51814128042979
5,65,49.21598857991625,64.05223762768937
5,66,57.97053785636012,58.36624434976092
5,67,60.316544106630765,58.52376226288836
5,68,58.36709337012313,51.34313786433387
5,69,60.02371564691198,52.61047726942255
5,70,61.22847007256182,51.52297023413695
5,71,59.44247317208987,54.8995159480241
5,72,47.89176082393111,49.11260391623019
6,0,45.89022404314058,44.00098135674246
6,1,50.01434620904856,44.48106287653172
6,2,52.28888700524513,45.00906800489244
6,3,48.523378042130055,44.96974230681482
6,4,47.50651047505688,44.02473187705456
6,5,50.90865498550183,49.96671799966257
6,6,55.25184194583116,54.777022329527355
6,7,55.276006655015664,55.22851712695736
6,8,51.95234174777465,55.677968949433705
6,9,48.36532300200566,52.68586563570658
6,10,45.908863901117584,47.45436263053544
6,11,47.31141355876318,43.89320298546655
6,12,45.16869466568383,44.30196802020464
6,13,43.533617416273955,43.30838987943158
6,14,40.47222102899087,45.16892871257094
6,15,45.44780858306801,45.74351683568216
6,16,47.10229828539198,45.80227508376034
6,17,49.229505035042756,48.551194023910675
6,18,48.219100778725235,55.0195604705057
6,19,47.014687326277965,54.27149180424405
6,20,47.224604269246875,47.88871744880154
6,21,46.456603502145725,46.314825929018546
6,22,44.84531444310473,46.928069752262125
6,23,43.14254314254383,43.64297312236405
6,24,40.468700420611164,41.353265816016645
6,25,51.6358082546574,49.04550392825045
6,26,55.51536185477872,51.961123818594714
6,27,57.09017288333552,51.429773106113714
6,28,55.68692235101463,53.10871021144025
6,29,50.632063460462575,51.40775126105948
6,30,44.15891048644487,48.93728580884487
6,31,47.2252290850588,45.79193796625414
6,32,48.86663874203921,46.25977503374136
6,33,45.5395290424444,47.50383243232647
6,34,46.024260101289975,52.48296233358085
6,35,49.36218183358935,64.49681471835356
6,36,54.73151009430022,66.01277126411571
6,37,54.5101563665739,63.042422734953455
6,38,54.3006988775458,62.674663664778684
6,39,48.49979853347583,57.812613404407486
6,40,44.0297651962099,53.183059799695044
6,41,44.295226686083694,47.9132242214848
6,42,43.42109991432798,45.87556614039711
6,43,44.68757068986088,49.82841711486642
6,44,51.2130811995242,47.427182979559404
6,45,51.570997238010875,49.20424292078819
6,46,51.65571491284764,51.08240158482759
6,47,51.185746705628254,57.441613228087405
6,48,54.99581483451737,54.69887536029582
6,49,57.38212506524445,49.71132994916254
6,50,51.584357601042164,47.05163259926179
6,51,47.25814601548399,47.340753558988624
6,52,47.930861499476,45.17875674565436
6,53,48.61216068867608,41.20340810035723
6,54,49.51383563726159,47.85573440884495
6,55,48.30373288549849,51.897703680232645
6,56,49.61090053339734,51.384135508742375
6,57,51.847131705233224,52.90819597144322
6,58,49.764435854436535,52.67014601308568
6,59,44.550585095801296,50.67250853294824
6,60,45.249177985779625,45.88044804221905
6,61,49.11409286784029,45.86136845190695
6,62,46.74524675599153,47.75347687238186
6,63,43.75622675529916,46.261394167457475
6,64,54.17427680855549,51.057852191125384
6,65,63.15692987286671,56.831798794278996
6,66,67.99505275393285,56.301466719344724
6,67,63.62376782844519,51.40156471536271
6,68,50.73470232560184,45.84496966825266
6,69,48.51131907056998,43.717592983431494
6,70,52.428190314345954,45.7910736381595
6,71,49.24973599436194,45.202897952500464
6,72,48.58655582112209,44.9276171175764
7,0,54.995980824701455,51.264379666879385
7,1,57.35677977198646,50.597417794276886
7,2,58.080249157232174,51.67765214065137
7,3,53.812410120170824,48.85222818664848
7,4,48.92419493553523,45.08750430803739
7,5,49.041206101933774,48.745221092844474
7,6,52.196611538830574,52.93998699143489
7,7,53.05792404385018,57.45552801973493
7,8,53.78286187741025,56.582505582147384
7,9,51.56566181057746,55.45666158900822
7,10,46.66512683626004,52.45509475843755
7,11,48.521492331546085,53.143845141349395
7,12,48.33826921545864,49.699314379575256
7,13,45.81300226947756,43.64218538900832
7,14,44.9594079083969,43.008892761595895
7,15,45.62219319501469,43.70299055695662
7,16,49.353224326349654,43.69065726047322
7,17,54.002520246628926,43.37681862935129
7,18,53.7585738843276,46.56969863947997
7,19,49.22002492565858,48.715370941933585
7,20,46.985252818005435,48.07766109670187
7,21,48.21734520711087,45.270804019825
7,22,47.462407175549345,43.60259367863654
7,23,45.52714450946141,43.71248394610334
7,24,44.181072771439474,43.655222851525835
7,25,55.04936587833471,47.973545655835586
7,26,62.584665678597396,49.76567283172029
7,27,70.2631022914763,48.40367352294827
7,28,66.62690975649173,48.29874546460642
7,29,61.3401570507842,45.51206527116586
7,30,56.95119184304681,45.171240154016125
7,31,55.213382870333916,45.87373525897565
7,32,46.536900665431766,44.458300759478455
7,33,44.21503128198954,52.67921706490288
7,34,47.278765768149505,56.05979760207927
7,35,49.2926237278408,58.391479359365384
7,36,52.549587038903816,56.388816447893994
7,37,54.28305760607554,57.12234722170237
7,38,54.72551326266259,53.231049156046396
7,39,51.87469202558697,52.93546631254025
7,40,52.31426806790004,54.214233823541534
7,41,51.04691670129961,58.72566250230261
7,42,44.45315810860827,60.00527783799591
7,43,43.692532523591346,53.78844610128623
7,44,44.183566552114215,53.4212539672533
7,45,45.37874312987846,51.694884384009455
7,46,46.52807588174539,47.128127198137335
7,47,51.73827319508527,47.52219521791244
7,48,53.48284552959667,49.03598300394319
7,49,53.87290186945357,48.61663313731873
7,50,55.9450044849172,46.40375882250173
7,51,59.34499093429688,44.05478970426406
7,52,58.92898867151624,43.60716726669693
7,53,53.928456050516104,44.2752959226054
7,54,53.53620840410634,47.08684920423552
7,55,50.93552521213159,49.70711259918991
7,56,55.423446934378,48.84273823071541
7,57,54.219117358207285,48.41259867964338
7,58,57.53443379159501,46.11598646406609
7,59,57.59464966877817,45.093840972461024
7,60,55.168787544531455,46.462423191226435
7,61,47.38229910157586,44.86346191480098
7,62,43.96623519309866,52.395734833535904
7,63,46.660743559033556,54.978393018266594
7,64,50.23045816559007,61.81317899040614
7,65,50.96883589219282,62.633104844440034
7,66,55.88762344157583,62.32797938944492
7,67,59.145646786784155,56.13670590588873
7,68,55.963138846732136,51.64279878580849
7,69,56.57603395125446,50.98330025261778
7,70,58.12918736204769,50.93087815995744
7,71,55.637938708810495,49.85597861730146
7,72,50.02353384809594,46.104932916557736
8,0,39.900348671133195,53.93926819949189
8,1,36.577394866927015,53.16585712994014
8,2,37.94212727009283,46.87178288077943
8,3,39.308920321801864,39.6907121293119
8,4,38.97368379080892,42.0910627064237
8,5,39.31769939287252,49.56694756528022
8,6,39.23970249242578,59.55330542253649
8,7,40.90521242810531,59.6988092434592
8,8,43.103258276338785,59.159460092322576
8,9,50.190467431314325,55.87880559972278
8,10,52.00412159969551,50.08004652262804
8,11,46.738457608293594,42.54149636009118
8,12,42.17316169051655,43.54996909289641
8,13,39.7751205394607,42.19476712830029
8,14,42.8052709243648,42.50840675904419
8,15,46.29209450064813,40.659693386932275
8,16,46.23994931750941,38.274767514213096
8,17,44.65483612201137,38.45944125996579
8,18,44.756815086698964,40.54879151670054
8,19,48.47398503731484,41.630726325489306
8,20,50.954788406454725,42.27758242435965
8,21,46.59975740166634,38.49381435566132
8,22,41.19190614771808,35.5120331019217
8,23,41.0489881402167,34.56529566296476
8,24,41.85749022715227,36.23569890838322
8,25,74.23252811724528,42.433750636605936
8,26,83.93411876050297,45.21514871506836
8,27,83.19667826127997,47.33976691030145
8,28,75.69283977164673,47.980564253387705
8,29,60.99447602800299,47.06769870606818
8,30,47.16117398937221,45.464947801407405
8,31,36.74106390417047,42.19253200624508
8,32,36.28852865295735,42.84812474976471
8,33,37.6456119047356,41.259561357958255
8,34,41.086825243231296,46.5904581302278
8,35,47.73161425511256,59.641583224170574
8,36,51.51550706473271,68.7401777153756
8,37,58.80596763667925,65.10639848525265
8,38,55.626900935136845,54.19588431997389
8,39,49.942621251883395,46.35880819403153
8,40,44.913357279576886,50.29780128340501
8,41,42.63967072400199,50.339045424343524
8,42,43.21810323967299,46.08153359879202
8,43,42.900111577156764,42.969696429730945
8,44,44.32282403557722,44.3798506078264
8,45,42.34059415490927,45.084728678908526
8,46,43.6522306893755,42.81139706477896
8,47,42.520008945568634,43.699062871340814
8,48,43.69465478605468,44.31337814887423
8,49,48.5469572974366,41.98993956119262
8,50,51.21476387383301,39.333969960252965
8,51,49.01607389102826,36.666442097519784
8,52,45.19368024096539,34.778207440884856
8,53,43.64010427911058,34.36511888259534
8,54,55.88168945920789,41.88351346929001
8,55,60.983078401268614,45.04907985771958
8,56,59.16401653301136,46.35723305361135
8,57,57.30476346947457,47.90812994810367
8,58,55.68078052060988,47.10786368573755
8,59,50.808407063314,45.57326899051066
8,60,37.20785255384728,42.26501946015707
8,61,36.06987867295864,41.65452128608873
8,62,37.67131751762157,41.53118215417788
8,63,38.69009541188265,40.724678750418924
8,64,53.320304585971506,51.94920080722922
8,65,62.66351731767566,58.05324785902681
8,66,70.08766240922911,58.58746609616637
8,67,65.92565643104597,55.02079909736895
8,68,48.15925558204158,54.58866400292798
8,69,37.158377880153736,53.903442857731015
8,70,37.452126846674815,49.251254285204865
8,71,38.964938306627175,39.198976862673995
8,72,38.642658346808204,40.494417018062805
9,0,49.62972557318427,44.71689850590199
9,1,50.070328880965036,48.44701883647624
9,2,48.29388412426676,48.94669212987395
9,3,44.72653216780588,48.17362573260234
9,4,42.15764842212483,51.84378894867675
9,5,54.35689382301599,56.78451454906866
9,6,66.97619833495763,59.24115216600671
9,7,69.00489231625353,65.68869657410906
9,8,69.56290476177725,69.76849839721864
9,9,66.72943299711461,65.82384169991626
9,10,56.51778316651068,53.811374762199705
9,11,50.3284247499115,50.99373388765539
9,12,44.77552306330528,43.362031032795215
9,13,42.49331672146747,44.61971696618742
9,14,43.85518995650118,51.41107018833441
9,15,44.21241326844796,53.52956025464048
9,16,43.45482214415776,56.524051370095606
9,17,42.51507049942241,61.565044082110006
9,18,41.333267996874966,64.09982870149985
9,19,43.322724735485835,63.14119243423338
9,20,47.86313646207921,53.27270470046645
9,21,51.662535266470385,48.51287071543744
9,22,53.24054019672142,42.54684281308525
9,23,51.67291089937531,45.68931235318039
9,24,51.4923485858793,53.29181007200245
9,25,60.658909182440965,107.45187271795501
9,26,60.521023243883874,123.86221754517709
9,27,61.474638128203644,112.37255850981707
9,28,65.91843509116268,97.59770108778453
9,29,61.924600746919914,89.54623471891689
9,30,58.49172987619148,94.02830267455414
9,31,54.204254035190495,73.9369827392412
9,32,47.07880975375444,61.58393708913855
9,33,44.841384532528146,55.632042690511426
9,34,59.77807813075842,60.2488080522402
9,35,119.0760789560875,78.08091376035156
9,36,133.081829641657,84.56211334895288
9,37,128.74435727210005,86.01992954013544
9,38,108.2852670401446,77.13895806490663
9,39,89.13483734617397,56.83691223961674
9,40,88.48403360297183,52.44044211468292
