subject,condition,0,1,2,3,4,5,6,7
0,no_back,-0.0032545377241499,-0.0033845665909156,-0.0031442976618109,-0.0019282401494701,0.0013328165638115,0.0037470287694941,0.0046048188260525,0.0077008082024953
0,two_back,0.0036896132307994,0.0057275633547449,0.0095547640169548,0.0135000994400712,0.0170069816256389,0.019097540647725,0.0192277864029516,0.022358084718795
1,no_back,0.0124799348097228,0.0138444312082619,0.0150017872735042,0.0152271331909696,0.018089786266082,0.0226495306349337,0.0262804884342314,0.0272528673698531
1,two_back,0.0127598279516733,0.0150020706772171,0.020713392699907,0.0235139693809329,0.0273524034867958,0.0293447368346981,0.0265047071105699,0.030720131373224
2,no_back,0.0063272274935233,0.0117453615472115,0.016712619559471,0.0230900351747739,0.0284737039937755,0.03364997298324,0.0380894473711043,0.0449119300167299
2,two_back,0.0138760793718263,0.0175839751669269,0.0225096175311975,0.0253865975827654,0.0289166009374314,0.0349615695613169,0.0404603387787074,0.0460926034290094
3,no_back,0.0024342103858557,0.0017916209744772,0.0068331081009386,0.0064900338064396,0.0088465263350262,0.009737024249786,0.0038076992210772,0.006193926066613
3,two_back,0.0064599173253233,0.0076517619101371,0.0063649337338357,0.0002979578544925,-0.003789244068798,-0.0043839774792031,-0.0080040336388321,-0.0116768041485058
4,no_back,0.0148242821723839,0.0180451903302028,0.0203587321891595,0.0240192289463139,0.0250166438701808,0.0264165313490157,0.0270198404471905,0.0253630900852638
4,two_back,0.0203700030497781,0.0250788578732658,0.0298914327055974,0.0336863757213461,0.0341582273549944,0.0372248230438973,0.0341591402917182,0.0391952895028632
5,no_back,0.0081709217909116,0.0117419429146197,0.0154477129076638,0.0171038226679322,0.0169554498353507,0.0184523024601182,0.0166388322499242,0.0185509373067275
5,two_back,0.0066963006505616,0.007228024577841,0.0068053903894773,0.0072279388193282,0.007980692152584,0.0074950861347695,0.0066859181556127,0.005689804238612
6,no_back,0.0160535542588553,0.0161331443557433,0.0180836880678824,0.0245783092961823,0.0343029610108108,0.0371233184758587,0.0415064498177953,0.0475853606957538
6,two_back,0.0219713589160365,0.0231271330470566,0.0222878892558718,0.0222881788667848,0.0237052700948273,0.0253909605738562,0.0315791648361992,0.032348712963302
7,no_back,0.0094612493905622,0.0096601709071454,0.0143137353094336,0.020792657204172,0.0270369603602327,0.032469500937729,0.0354217031005048,0.0374850724177246
7,two_back,0.0122977968669252,0.0164052583774262,0.0168487464318919,0.0187679902157158,0.0188799034711984,0.020836862275967,0.0153221680653638,0.0148021402123077
8,no_back,0.0148901925980934,0.0188800872593116,0.0179890168191766,0.0197802202564922,0.0200024293829978,0.0191526095709361,0.016680365005014,0.0201604433131917
8,two_back,0.0107945389793049,0.0137377372918914,0.0140465723761994,0.0156777565336196,0.016031686265159,0.0151655718879038,0.0180339981699931,0.015404391509654
9,no_back,0.0018895372802106,0.0047702181732943,0.0108028578536238,0.0160008231136655,0.0223767338080718,0.0262360125323985,0.0313770845648401,0.036831831212063
9,two_back,0.0015703323894578,0.0026592178753757,0.0066213835852737,0.0099510382675182,0.0119642211885372,0.0150477973289961,0.0165871789378647,0.0207040584284673
10,no_back,0.0121096186029366,0.0196255519136255,0.0250856050249442,0.0277388929922981,0.0290162118523612,0.0325236483297982,0.0335058067527125,0.0360910166481742
10,two_back,0.0176123968486026,0.022268590799577,0.0268517630623383,0.0301965460083347,0.0276383106184643,0.0287016400410892,0.0239047672154202,0.0275134817297705
11,no_back,0.0037949865757564,0.0078563434318284,0.0072809491388442,0.0092385259231199,0.0135799781803428,0.014941690894077,0.0171644843708745,0.0182569979215485
11,two_back,0.0116830623577726,0.0156360795328164,0.0175896147580388,0.0250273853256393,0.0260741703913376,0.0280913281182452,0.0206908386569678,0.0283215120578821
12,no_back,0.009405725255884,0.0113175857150284,0.0120703211830257,0.0148414785884583,0.0141270101538404,0.0162094015748963,0.0162539763127917,0.0200512987191258
12,two_back,0.0069932011351751,0.0064082578437869,0.0005411085088958,-0.0024989949731032,-0.0063453683179787,-0.0068976832431982,-0.0095778448330241,-0.0121777071666042
13,no_back,0.0036922080663567,0.0023272157623113,0.0005516114624399,0.0010757502169336,0.005587780720561,0.0052676554445589,0.0095910719280443,0.0091439979936454
13,two_back,0.0058952209227507,-0.000756704377182,-0.0010693589004346,0.0011706226713039,0.0040848880942472,0.0032752066750213,0.0052254579112762,0.0025361778872563
14,no_back,0.0002024707722986,-0.0024507274332726,-0.0028291778708309,-0.0044169674753585,-0.0028109368268378,-0.0022050852822037,-0.0014316307528937,0.0020320653022465
14,two_back,0.009770440097544,0.012496070382165,0.0159314329441854,0.0186270235178153,0.019433364884571,0.0213263073265182,0.0210417718249616,0.0235693381038555
15,no_back,0.0117466065350359,0.0198395922324971,0.0248293401387198,0.0302380316591242,0.035230669328274,0.0389582005172748,0.0339945563894099,0.0347299699127209
15,two_back,0.0185316794064621,0.0222773792091656,0.0264785661160782,0.0282135317349651,0.027808937451567,0.0274276595817805,0.0140940201384889,0.0166090208642103
16,no_back,0.0152539158004479,0.0240583995180838,0.0274617031868408,0.0327544137043803,0.0347026994541731,0.0335267101573525,0.0319163637585336,0.0281296194589099
16,two_back,0.0099334943543379,0.0108372768468388,0.0129989864610712,0.015003322130551,0.0173111596138503,0.0185837480551095,0.0256033546209255,0.0282802101242764
17,no_back,-0.0037964592827963,-0.0016412814249624,-0.0007345176960982,0.0006684536101553,0.001338985171293,0.0023783073643691,0.0030178928171782,0.00499461506147
17,two_back,0.0108886340803579,0.0183596062761875,0.0236660497539648,0.0286780045167505,0.0296169292891965,0.0299279305093806,0.0276137266730126,0.0231469274898242
18,no_back,-0.0010693549967204,-0.0014280494631121,-0.0031301264242881,-0.0026933554620864,-0.0038510522600961,-0.0047497652086094,-0.0002457293359738,-0.00748173708029
18,two_back,0.0062363111174377,0.0090170720631841,0.0113334945153138,0.0158406622343548,0.0159684311243879,0.0150479524474198,0.0111381353952098,0.0101238575548323
19,no_back,0.0037776963537512,-0.0011173168820673,0.0008557031068138,0.002881373065331,0.0046924553767739,0.0051390701970726,0.0067550937361406,0.00325289134665
19,two_back,0.0079690509537014,0.0101536032865262,0.0116122547071599,0.018431760396142,0.0213756817978734,0.0266537899173543,0.0287587802936818,0.0329733050241776
20,no_back,0.0252182046975436,0.0260473499234366,0.0271850701168506,0.0284232846572716,0.0300939345147457,0.03437231770688,0.0361756524154277,0.041777425063099
20,two_back,0.0219468998430803,0.0233550153432353,0.0240826468686193,0.0255799445986133,0.0214770183291506,0.0208736473679667,0.0204420287497981,0.0183471831252107
21,no_back,0.008495257330643,0.0120663769565976,0.0101756449856057,0.0122464116646529,0.0139441775417404,0.0164053242442003,0.0232376158835312,0.0256279983874676
21,two_back,0.0051507296189274,0.0074896385827156,0.005689230562031,0.0045972541756467,0.0049994974886102,0.0034103753986472,-0.0010198249759904,-0.0052523623515553
22,no_back,0.017241790924516,0.0260709247850128,0.0317762630021993,0.038396768434454,0.0409928560691692,0.0450577457854382,0.045659039109754,0.0518859505007706
22,two_back,0.0196882752032514,0.0240530969902467,0.0274322499992557,0.0325774203074345,0.0337296234667094,0.0363774967706029,0.0328893511439347,0.0354244618225738
23,no_back,0.0130970150463866,0.0171496968004264,0.0169366665247385,0.0212348906146137,0.0248558118769859,0.0257797725043039,0.0339903295681604,0.0343975118333338
23,two_back,0.0113558861607406,0.0157258764974315,0.0181072420214317,0.0194607450455963,0.0204478053063445,0.0203424145820703,0.0139575408953605,0.0159926996231238
24,no_back,0.0120569957963355,0.0151980357380343,0.0183706314150774,0.0219560258325625,0.0265033845386072,0.0310241753504306,0.0365363875016673,0.0397309606804145
24,two_back,0.0145616383346763,0.0206349329806698,0.0264597996124508,0.0316720137177727,0.0347357004395754,0.0398874874465734,0.0426690375227669,0.0444754460646986
25,no_back,0.0071917300173274,0.006964182937228,0.0118770835183711,0.0155782085292585,0.019744817872752,0.0245372039356776,0.0235727461576332,0.0295275684936798
25,two_back,0.0112985576853766,0.0161778733042314,0.0216919604370994,0.0257300046905689,0.0269748152639822,0.0294258579687739,0.0313772873034458,0.0320142631780315
26,no_back,0.0103280614703808,0.0120879101990718,0.0136799113735163,0.0182185917276952,0.0205155501206189,0.0229546807646151,0.0232055846055517,0.0262047235257854
26,two_back,0.0003369084351903,0.0025259211139665,0.0040802682147209,0.0046354896618004,0.0071155694728227,0.0079558467202243,0.0096462321820515,0.0097842760607316
27,no_back,0.0221856291609733,0.024970795421305,0.026206196108369,0.0279908543712872,0.0292233630645902,0.0325266900628112,0.0354460942140476,0.0363638540385389
27,two_back,0.0210803134472377,0.0208275860818408,0.0210192132380178,0.0190983018570954,0.0168697264041723,0.0135735251768364,0.0089693224379382,0.0059763861791108
28,no_back,0.0064400102388645,0.0083001902229701,0.0102930952098262,0.0129643461141025,0.0133982842524414,0.0158405241125617,0.008301215241049,0.0117565266715449
28,two_back,0.0099929619395151,0.0150682495768355,0.0144552976709145,0.0182366139556838,0.0182160198999165,0.0164391002904936,0.0167294286691279,0.0123329701504864
29,no_back,0.0014038832601843,0.0001781127829784,0.0017817110517004,0.0041982480941552,0.0044243298334594,0.0049346415134562,0.0045238834469791,0.0038534997300729
29,two_back,0.0033480721024604,0.0047504032911143,0.0066440396807419,0.0102311249438395,0.0144480660399077,0.015016207351599,0.0145014279767871,0.0154865143859819
30,no_back,0.0010757004682248,0.0034202275122324,0.0055215714669862,0.0066935862206123,0.0083354783818465,0.0107046492107552,0.0120186865696215,0.0137042778877629
30,two_back,0.0126328008103986,0.013054875592722,0.0092967532293583,0.0055050717222784,-0.0029584811428254,-0.007531095688277,-0.013505919436586,-0.0163984706645625
31,no_back,0.0151110636717831,0.0230626982524259,0.0255847515674861,0.0320927217610223,0.0379029783022104,0.0462658044085948,0.0470902295260147,0.0511751051152795
31,two_back,0.0155982222072291,0.0184861451545742,0.0149679196548118,0.0145910683097762,0.0155636604671007,0.0157202507825551,0.0174620658407869,0.0177266294055642
32,no_back,0.0116707676285459,0.0198893012160562,0.0242659337911616,0.0266446892121076,0.0273143619524628,0.0277505223866366,0.0266237842475653,0.0316829585039149
32,two_back,0.010371955594443,0.016130133910443,0.0186438467155652,0.0202934714035612,0.0167806907885117,0.0190012617780078,0.0175835911274549,0.0187172305466219
33,no_back,0.0141379996742318,0.0207631671769472,0.0262932386353299,0.0314336367049034,0.0338006243815771,0.0342927444876902,0.0289980100838756,0.0295560752058524
33,two_back,0.0205997399343223,0.0233100773559551,0.0227540198944582,0.0210652947978084,0.0235383832137539,0.0285758396264416,0.0297213750664025,0.0347465440984677
34,no_back,0.0014642602999135,0.0036561117887374,0.0069363587385857,0.0102791281966921,0.0134743673850291,0.0144905979447942,0.0128218439055697,0.015212196280712
34,two_back,-0.0018597514162521,0.0006820651185015,0.0016032587235875,0.0017663563488066,0.0018646775010362,0.0018479839740314,0.0003467707828116,0.000816415402728
35,no_back,0.0025456790825377,0.0028174527353522,0.0030765254110635,0.0033813264710784,0.0046534266025086,0.0030427740775557,0.0004212475862319,-0.0006642721010327
35,two_back,0.0134886111502081,0.0164135451117479,0.0178279051407435,0.0231487602995144,0.0255789742637748,0.0256085636623485,0.0270866623110195,0.0274357534365286
36,no_back,0.0048458332307187,0.0059428692216776,0.0092740207963534,0.0104885204738748,0.0104589312866343,0.0139402216825075,0.0150888792039877,0.0203624393249457
36,two_back,0.0144338713011964,0.012916223126144,0.0137740555400511,0.0157385842233143,0.0208708648573814,0.0229584758178652,0.0295486236351567,0.027850870095073
37,no_back,0.0075596101577483,0.0112945372754823,0.0122601179614412,0.0106662474434234,0.0032965929531622,0.0027115308543347,0.0077580728744048,0.0051186381611771
37,two_back,0.0067105073980196,0.0107871308395672,0.0124455094723942,0.0119250009904434,0.0081728490497678,0.0056501641214444,-0.0005348907617088,0.0006938906108942
38,no_back,0.0069289278942466,0.0095796280789701,0.0150019994799034,0.0221222444832863,0.0269756093511471,0.0300184028179138,0.030645487945813,0.0311236532339459
38,two_back,0.0072709236796655,0.0096185668048618,0.0141341654940323,0.0192927819725713,0.0230591365281709,0.0238790939058262,0.0315988427776132,0.0308167219359982
39,no_back,0.0050885804684988,0.005475532417022,0.0080741452029585,0.0133088650920208,0.0190739884912952,0.0225080047251535,0.0266501564991523,0.0302617449151082
39,two_back,0.0039966102631644,0.0023134856406423,0.0050314547518645,0.0093945823955597,0.0159666971837769,0.018502756004585,0.0231228859193289,0.0240958086368052
40,no_back,0.0125139674483929,0.0191060933742799,0.0208889563467079,0.0241925930443657,0.0277699798131793,0.0295833137807756,0.0290834406456667,0.0300406764850953
40,two_back,0.0176689605707077,0.0190119163484855,0.0235337730929443,0.0261023231540469,0.0207657624289656,0.0227210983252501,0.0156175223836631,0.0195718837641056
41,no_back,0.0187214462613874,0.0255976024500582,0.0357317071859571,0.0434216537685753,0.0477468846471358,0.0540581533273885,0.0581859485827098,0.0650930685233363
41,two_back,0.0118486274734363,0.0170665707560652,0.0221981276813722,0.0265040732467909,0.0309533457592994,0.0307165074492935,0.0342334792366915,0.0352385518301319
42,no_back,0.0106067780664166,0.010667514212537,0.0108061510997088,0.0162101406715014,0.019709617333679,0.0223190900085316,0.0218677548915854,0.024961566630303
42,two_back,0.0119994011055037,0.0155462419321052,0.0155287079758408,0.0209260711947473,0.0246827203369956,0.0276260771563114,0.0240741007807353,0.0287637378180377
