,subject,two_back,no_back
196,196,79.91766633624509,71.87138359481352
197,197,65.85905796824537,67.78892228468433
198,198,69.44541234384664,70.3408391285844
199,199,59.98351704306349,59.65067971726778
200,200,72.5863804976174,73.64885917483606
201,201,68.09016402062439,72.22136386763954
202,202,77.62640336841132,79.55949790817466
203,203,64.18628881938288,60.68553261216091
204,204,88.54914651844604,79.79947193580426
205,205,121.6247635485241,127.97575992473381
206,206,55.709377201722425,51.62207774303312
207,207,66.87333888709163,66.32533589249195
208,208,66.69018023794548,67.60820470053076
209,209,82.9287265391021,81.76542043646128
210,210,90.8038241611581,71.17106483807048
211,211,67.47923733457358,67.78667164319825
212,212,85.90616342329868,81.83684865946528
213,213,91.65568236702819,65.78353231017779
214,214,61.8202474171417,59.8555753331754
215,215,56.57947120208796,57.83238559234386
216,216,157.3201168804652,123.7932680346885
217,217,58.1674915527298,57.05221432834418
218,218,73.63248912582661,70.36126173991923
219,219,60.541526234427096,59.68217501942321
220,220,69.25546927164842,63.41552879679617
221,221,73.54524251115785,78.88104202608005
222,222,63.27328446010152,63.19386989253037
223,223,54.8917080629249,61.146934972455874
224,224,119.58728191794407,109.659811029395
225,225,64.49348909823338,61.047580572867744
226,226,73.63378597629229,64.34032978418419
227,227,56.37097399839305,50.99785156774156
228,228,61.289089109736814,58.475486487002506
229,229,74.45299721599699,74.22179984411441
230,230,54.30718477636542,53.294599609226516
231,231,58.7337860915337,55.97780107369784
232,232,86.70795694766188,71.10894554747438
233,233,68.47544842161585,67.8582789986017
234,234,89.25039607790588,93.6264162874543
235,235,63.06754449959883,66.62695275132707
236,236,90.03969211263352,88.55804439843331
237,237,68.21683531115954,59.66137348927491
238,238,97.43336966582132,143.93518242702018
239,239,58.27373109928821,58.75536606891133
240,240,56.60592871145761,64.62237902720267
241,241,112.65975367310425,153.30701828969418
242,242,61.78919294949137,56.069507289808556
243,243,67.58163074148023,62.60809582621036
244,244,66.8365490822299,76.07425222068714
245,245,62.783786956125844,65.96824018416903
246,246,116.2360939013864,89.25729594440013
247,247,61.02495719359842,62.269118127618476
248,248,62.882824073897815,70.51889462110785
249,249,64.43016779657671,62.24105504664513
250,250,70.48087226270047,71.96360880964122
251,251,145.8399374773466,100.81778712068875
252,252,62.49812118664733,67.4263685342213
253,253,61.53258136130603,70.45479273876317
254,254,62.36617190740884,59.079531621195756
255,255,65.13268199009849,66.49838098696355
256,256,144.96732017767283,97.86673474502658
257,257,66.17842506400001,66.11210768768309
258,258,65.19800702132659,64.85980374532797
259,259,62.2800114564281,61.152519146432596
260,260,63.19730333843826,67.60195670441858
261,261,66.89966602761837,69.47047155315157
262,262,79.6287069835204,82.75239330439905
263,263,50.33084381499049,48.801340763413194
264,264,70.93060624654203,79.55259216721271
265,265,62.67196684014702,59.990972636376526
266,266,236.84790361494115,193.9433335843766
267,267,74.2923254915679,68.10759598404596
268,268,58.6217123774764,52.07325068921616
269,269,95.10912899465671,86.76296646626844
270,270,63.81679125870059,59.895598552673775
271,271,106.95647003868251,93.43527139427482
272,272,73.26137150405422,66.27125155579455
273,273,67.39504216573624,71.37566465543601
274,274,81.08909392093074,71.43862584837453
275,275,73.3121690154201,67.05098912608452
276,276,67.71028434603286,64.25454877494782
277,277,66.61305368872772,71.902704648831
278,278,73.65060528770849,71.2482024930103
279,279,60.974767008363344,60.83777804604409
280,280,54.34804369709241,48.208598341340604
281,281,61.13122802271353,82.34719785563993
282,282,48.33884233565566,49.89536360426068
283,283,55.95722578668285,58.71008842856752
284,284,78.38089033709107,75.08077221035188
285,285,64.38515330747765,64.600698435651
286,286,64.61647175043532,68.63573482876816
287,287,72.4577323481582,62.621513573652
288,288,71.46688336000895,64.03217326523415
289,289,61.630257717827405,55.81796676468957
290,290,75.34455554665476,73.31307976382779
291,291,82.89676966601759,67.786005053487
292,292,54.11890662097033,48.635977821246016
293,293,53.01432583502964,49.822764276930805
294,294,80.93402697075408,80.58646509923022
295,295,53.584424408845024,57.23738273720841
296,296,108.32589922152755,81.24861165276674
297,297,58.93168845135976,57.171273959961454
298,298,65.16573741314026,61.72359443681908
299,299,61.27556215860661,58.56081954998174
300,300,57.49537410544687,68.82434866099945
301,301,70.49066487146149,73.38356679825367
302,302,81.3243557408497,84.07989960678958
303,303,54.60131766318907,60.15956160448638
304,304,54.212038347960736,49.73799824136836
305,305,81.01075118454986,65.62926025737838
306,306,88.61594273184677,109.24134846572584
307,307,71.10432942354451,66.97552822402477
308,308,61.625102423708775,63.59930032099394
309,309,85.83951207608797,79.93818579904418
310,310,69.01713130109245,72.7630147183856
311,311,125.03007669427494,81.09204886723866
312,312,59.33597701964043,58.277966182058506
313,313,58.110740166931606,63.145611072348395
314,314,60.314610034222966,63.1633127068793
315,315,69.87954716694425,69.54672126901568
316,316,68.45344483589044,71.7228318049144
317,317,79.6863084113746,74.39969234023448
318,318,82.86378923716083,74.67436409594514
319,319,116.0108790843748,118.36494053661006
320,320,55.91986080692147,56.29079598347285
321,321,65.46825848040848,66.14864415476292
322,322,78.98806701861376,61.17532454854127
323,323,62.82559839792547,63.700068481278116
324,324,73.56338083967835,72.0056377511325
325,325,57.04912147031807,57.419821624436665
326,326,74.39699719726386,82.52095140941994
327,327,61.63895122530377,61.635663934463025
328,328,103.08169758298025,123.3055203486246
329,329,74.88647100529512,70.11402484663681
330,330,77.86630139712129,67.50027671837934
331,331,93.10676107980267,121.00695375713953
332,332,63.24717749228139,59.04461508393718
333,333,87.32430656328532,76.6671572439715
334,334,83.97996977501809,82.63972035340078
335,335,71.87361843488475,82.51759576937448
336,336,72.08860804537285,68.49724790071753
337,337,95.67552561628281,124.27027083445245
338,338,85.80589723961717,74.8293163143294
