Unnamed: 0,subject,condition,scale,mmse
1,83,no_back,1,0.0048794879107443
2,83,no_back,2,0.006157777734657
3,83,no_back,3,0.0067353049814471
4,83,no_back,4,0.0090107101064665
5,83,no_back,5,0.0100009635077805
6,83,no_back,6,0.0115562978449352
7,83,no_back,7,0.0125302744122651
0,84,two_back,0,0.0083528803033044
1,84,two_back,1,0.011019476017894
2,84,two_back,2,0.0134301856620288
3,84,two_back,3,0.0166468041985691
4,84,two_back,4,0.0208230662628589
5,84,two_back,5,0.0234952063447469
6,84,two_back,6,0.0263826448281725
7,84,two_back,7,0.0290132884075593
0,84,no_back,0,0.0039594012577686
1,84,no_back,1,0.0031352064803815
2,84,no_back,2,0.0020391997443547
3,84,no_back,3,9.570452100742824e-05
4,84,no_back,4,0.0033322189739175
5,84,no_back,5,0.0018219762224593
6,84,no_back,6,0.0057725141237742
7,84,no_back,7,0.0040337777938111
0,85,two_back,0,0.0170215946141525
1,85,two_back,1,0.0211074307643585
2,85,two_back,2,0.024197436746271
3,85,two_back,3,0.0234026605772443
4,85,two_back,4,0.020022032301109
5,85,two_back,5,0.0232286443536022
6,85,two_back,6,0.0214362629614292
7,85,two_back,7,0.0244691072170928
0,85,no_back,0,0.0145546880090431
1,85,no_back,1,0.0198492126224905
2,85,no_back,2,0.0224240794566288
3,85,no_back,3,0.0283080353394547
4,85,no_back,4,0.0322195924773644
5,85,no_back,5,0.0369109214284066
6,85,no_back,6,0.0353671936571439
7,85,no_back,7,0.0366253735637166
0,86,two_back,0,0.0086550506630826
1,86,two_back,1,0.0123646479255198
2,86,two_back,2,0.0165067871664925
3,86,two_back,3,0.0222777341626597
4,86,two_back,4,0.0284518260786552
5,86,two_back,5,0.0316877916796672
6,86,two_back,6,0.037176552503635
7,86,two_back,7,0.0376657195607304
0,86,no_back,0,0.0090851329721817
1,86,no_back,1,0.0132635521396209
2,86,no_back,2,0.0140156799962131
3,86,no_back,3,0.0151430638223275
4,86,no_back,4,0.0187412702368514
5,86,no_back,5,0.0235905442862552
6,86,no_back,6,0.0295605505557756
7,86,no_back,7,0.0308718531439134
0,87,two_back,0,0.0244425836412214
1,87,two_back,1,0.0275581454778186
2,87,two_back,2,0.0293490020924922
3,87,two_back,3,0.032159824453239
4,87,two_back,4,0.0341158802664675
5,87,two_back,5,0.0363389961945032
6,87,two_back,6,0.0356709502809225
7,87,two_back,7,0.0385705697315574
0,87,no_back,0,0.0127114345811155
1,87,no_back,1,0.0174887801750404
2,87,no_back,2,0.0249557512455548
3,87,no_back,3,0.0299252531018646
4,87,no_back,4,0.0356755761095363
5,87,no_back,5,0.0384109463199584
6,87,no_back,6,0.0400795990133377
7,87,no_back,7,0.0422907512147607
0,88,two_back,0,0.009444066467902
1,88,two_back,1,0.0116032007313497
2,88,two_back,2,0.013675800658579
3,88,two_back,3,0.0149320717201966
4,88,two_back,4,0.0162665707925189
5,88,two_back,5,0.0187604328837091
6,88,two_back,6,0.0170819865855312
7,88,two_back,7,0.0206096667137136
0,88,no_back,0,0.006473746785069
1,88,no_back,1,0.0056094752222796
2,88,no_back,2,0.0020528214220779
3,88,no_back,3,0.0011083807190339
4,88,no_back,4,-0.0014679017710085
5,88,no_back,5,-0.0010185339905269
6,88,no_back,6,0.0037485147859564
7,88,no_back,7,0.0003166262875768
0,89,two_back,0,0.0145556375507698
1,89,two_back,1,0.0166503024985846
2,89,two_back,2,0.0162431213285133
3,89,two_back,3,0.017474126066113
4,89,two_back,4,0.0165037130944065
5,89,two_back,5,0.0158652130992777
6,89,two_back,6,0.0074140876909042
7,89,two_back,7,0.0079840562214958
0,89,no_back,0,0.0050107018909538
1,89,no_back,1,0.0073047246294697
2,89,no_back,2,0.0091720930528331
3,89,no_back,3,0.0097218555654433
4,89,no_back,4,0.0091592737224524
5,89,no_back,5,0.0094102661315507
6,89,no_back,6,0.0085259782125437
7,89,no_back,7,0.0091414511684326
0,90,two_back,0,0.0141690766817201
1,90,two_back,1,0.015423255854291
2,90,two_back,2,0.0154873559387566
3,90,two_back,3,0.0181333421813715
4,90,two_back,4,0.0199769834681578
5,90,two_back,5,0.0206428212044367
6,90,two_back,6,0.0147535276280857
7,90,two_back,7,0.0163247948040461
0,90,no_back,0,0.008255429071716
1,90,no_back,1,0.0141107328911216
2,90,no_back,2,0.02044266379016
3,90,no_back,3,0.0267145691844811
4,90,no_back,4,0.0277671643117501
5,90,no_back,5,0.0295553359481351
6,90,no_back,6,0.0312120754546932
7,90,no_back,7,0.0342996265723284
0,91,two_back,0,0.0125498314148812
1,91,two_back,1,0.0165672007174838
2,91,two_back,2,0.0230388356857869
3,91,two_back,3,0.03014105753404
4,91,two_back,4,0.0337989182810443
5,91,two_back,5,0.0381272939848071
6,91,two_back,6,0.0315573631854615
7,91,two_back,7,0.0358922668542073
0,91,no_back,0,0.0077329580400592
1,91,no_back,1,0.0121808130475493
2,91,no_back,2,0.0164744901907925
3,91,no_back,3,0.0173084539796877
4,91,no_back,4,0.0196999893690983
5,91,no_back,5,0.0198320331101398
6,91,no_back,6,0.0248844070456679
7,91,no_back,7,0.0250271930307625
0,92,two_back,0,0.0251794419897449
1,92,two_back,1,0.0336440995041027
2,92,two_back,2,0.0368694022858024
3,92,two_back,3,0.0375461551248079
4,92,two_back,4,0.0397137959967642
5,92,two_back,5,0.0403935033315396
6,92,two_back,6,0.0381854918446023
7,92,two_back,7,0.0387144692666141
0,92,no_back,0,0.029886806646134
1,92,no_back,1,0.0451744669100025
2,92,no_back,2,0.0533044598333251
3,92,no_back,3,0.0600195518253324
4,92,no_back,4,0.0689737600126782
5,92,no_back,5,0.0764009771905671
6,92,no_back,6,0.0810687227218289
7,92,no_back,7,0.0872180587038827
0,93,two_back,0,0.0070935923201292
1,93,two_back,1,0.007239758890857
2,93,two_back,2,0.0047309719662438
3,93,two_back,3,0.0010933926626428
4,93,two_back,4,-0.0037620843639537
5,93,two_back,5,-0.0059512338566132
6,93,two_back,6,-0.0085071667200047
7,93,two_back,7,-0.012606059107498
0,93,no_back,0,0.0108613463425126
1,93,no_back,1,0.017569642023009
2,93,no_back,2,0.0199985553680588
3,93,no_back,3,0.0242036757857122
4,93,no_back,4,0.0276745444800195
5,93,no_back,5,0.0340881961296511
6,93,no_back,6,0.0370041741001584
7,93,no_back,7,0.0384605646265295
0,94,two_back,0,0.003070581006565
1,94,two_back,1,0.0049418350444451
2,94,two_back,2,0.0077374651779208
3,94,two_back,3,0.0109770103216383
4,94,two_back,4,0.0128181266368712
5,94,two_back,5,0.0114351479783454
6,94,two_back,6,0.0039689925314011
7,94,two_back,7,0.0063322085547636
0,94,no_back,0,0.0126344066479315
1,94,no_back,1,0.0202824531681305
2,94,no_back,2,0.0234091050159805
3,94,no_back,3,0.0264914803337045
4,94,no_back,4,0.0304403851410521
5,94,no_back,5,0.0341139081319017
6,94,no_back,6,0.0317751292804134
7,94,no_back,7,0.0338028411318906
0,95,two_back,0,0.0077653609634843
1,95,two_back,1,0.0129337839886388
2,95,two_back,2,0.0183703313316772
3,95,two_back,3,0.0256396192936883
4,95,two_back,4,0.0274025526826911
5,95,two_back,5,0.0307195923556005
6,95,two_back,6,0.0292676868153959
7,95,two_back,7,0.031639296308509
0,95,no_back,0,0.0100121950366325
1,95,no_back,1,0.0154407511796352
2,95,no_back,2,0.0202720959939339
3,95,no_back,3,0.0223061387478501
4,95,no_back,4,0.018185214864893
5,95,no_back,5,0.0199831451716573
6,95,no_back,6,0.0163687237171672
7,95,no_back,7,0.0205072547872513
0,96,two_back,0,0.0135424548332311
1,96,two_back,1,0.0157482318897308
2,96,two_back,2,0.016381479824194
3,96,two_back,3,0.0175667339361215
4,96,two_back,4,0.0182550018395139
5,96,two_back,5,0.0191911301705379
6,96,two_back,6,0.0197375593315368
7,96,two_back,7,0.0216977657477416
0,96,no_back,0,0.008257922190369
1,96,no_back,1,0.0130057904390337
2,96,no_back,2,0.0183494222401999
3,96,no_back,3,0.0211436298361539
4,96,no_back,4,0.0248639533458785
5,96,no_back,5,0.0266745180333991
6,96,no_back,6,0.0329312815799118
7,96,no_back,7,0.0352114971014032
0,97,two_back,0,0.0106644731371606
1,97,two_back,1,0.0121962710564908
2,97,two_back,2,0.0152256934596811
3,97,two_back,3,0.0191418989653262
4,97,two_back,4,0.0213727011723773
5,97,two_back,5,0.0229050469429547
6,97,two_back,6,0.0169652538322064
7,97,two_back,7,0.0221246415779945
0,97,no_back,0,0.0155552280308502
1,97,no_back,1,0.0170156372855908
2,97,no_back,2,0.0164748339982836
3,97,no_back,3,0.0178561580567352
4,97,no_back,4,0.0233289410073212
5,97,no_back,5,0.0233660680334288
6,97,no_back,6,0.0219348349282709
7,97,no_back,7,0.0228866286838972
0,98,two_back,0,0.0151456175613969
1,98,two_back,1,0.0254588404405168
2,98,two_back,2,0.0337662897079838
3,98,two_back,3,0.0399802647533244
4,98,two_back,4,0.0439115840656771
5,98,two_back,5,0.0481205981069263
6,98,two_back,6,0.0504411640398283
7,98,two_back,7,0.0549426276347402
0,98,no_back,0,0.0170617792820238
1,98,no_back,1,0.0172571342884921
2,98,no_back,2,0.0190800296346124
3,98,no_back,3,0.0244586662670883
4,98,no_back,4,0.0293291525219585
5,98,no_back,5,0.0341171447418305
6,98,no_back,6,0.0355418626685913
7,98,no_back,7,0.0384645871896886
0,99,two_back,0,0.0206622108535267
1,99,two_back,1,0.0269102112879968
2,99,two_back,2,0.0269195831529374
3,99,two_back,3,0.0306001533722227
4,99,two_back,4,0.0290478574776127
5,99,two_back,5,0.0309954203888689
6,99,two_back,6,0.0307258429363347
7,99,two_back,7,0.0358036119546941
0,99,no_back,0,0.0091183777526731
1,99,no_back,1,0.0152532935130166
2,99,no_back,2,0.0161766935004318
3,99,no_back,3,0.0155345542148751
4,99,no_back,4,0.0155861800522002
5,99,no_back,5,0.0177176891822977
6,99,no_back,6,0.0211147861868285
7,99,no_back,7,0.0245834371313379
0,100,two_back,0,0.0192443662361507
1,100,two_back,1,0.0250288406711427
2,100,two_back,2,0.0239554242471826
3,100,two_back,3,0.0257259479815985
4,100,two_back,4,0.0235037839180975
5,100,two_back,5,0.0249236205065201
6,100,two_back,6,0.0215547318750843
7,100,two_back,7,0.0232695996980283
0,100,no_back,0,0.0074043316814746
1,100,no_back,1,0.0137246009882956
2,100,no_back,2,0.0154862348578021
3,100,no_back,3,0.019143084208671
4,100,no_back,4,0.0238954225146611
5,100,no_back,5,0.0274847746593532
6,100,no_back,6,0.0222752451898547
7,100,no_back,7,0.0285770878802953
0,101,two_back,0,0.0094732248187168
1,101,two_back,1,0.0111595377823229
2,101,two_back,2,0.0089781337220293
3,101,two_back,3,0.0078945093186018
4,101,two_back,4,0.0038973634230561
5,101,two_back,5,0.0029381380606492
6,101,two_back,6,-0.0022954158843844
7,101,two_back,7,-0.0032564522373411
0,101,no_back,0,0.0146688909353804
1,101,no_back,1,0.0182933949582146
2,101,no_back,2,0.0245299309214256
3,101,no_back,3,0.0285979069360676
4,101,no_back,4,0.0311859300307131
5,101,no_back,5,0.0321197924211488
6,101,no_back,6,0.0254853333527323
7,101,no_back,7,0.0267897700861573
0,102,two_back,0,-0.0056297976069819
1,102,two_back,1,-0.0049155185582792
2,102,two_back,2,-0.0069668293928985
3,102,two_back,3,-0.0110856714915982
4,102,two_back,4,-0.0153070113107903
5,102,two_back,5,-0.0191318400524178
6,102,two_back,6,-0.0227392229776587
7,102,two_back,7,-0.0263748283643929
0,102,no_back,0,0.0061381261369292
1,102,no_back,1,0.0065391485609796
2,102,no_back,2,0.0079688464756916
3,102,no_back,3,0.0073645276802472
4,102,no_back,4,0.005607544960181
5,102,no_back,5,0.0053203237748974
6,102,no_back,6,-0.0091450981602175
7,102,no_back,7,-0.006936479012154
0,103,two_back,0,0.0091567125998331
1,103,two_back,1,0.0137638732974408
2,103,two_back,2,0.0173562359585703
3,103,two_back,3,0.022541063154096
4,103,two_back,4,0.0193587699731926
5,103,two_back,5,0.018389895796231
6,103,two_back,6,0.0162777589155863
7,103,two_back,7,0.0132463249640652
0,103,no_back,0,0.0143251341699457
1,103,no_back,1,0.0192840768910622
2,103,no_back,2,0.0229047593585938
3,103,no_back,3,0.0261205045364831
4,103,no_back,4,0.0293547192422088
5,103,no_back,5,0.0312209052694291
6,103,no_back,6,0.0339375015050385
7,103,no_back,7,0.0342150469419356
0,104,two_back,0,0.009823744199457
1,104,two_back,1,0.0100226070030315
2,104,two_back,2,0.01209988478131
3,104,two_back,3,0.0128016705272413
4,104,two_back,4,0.014049593687107
5,104,two_back,5,0.0145940909410995
6,104,two_back,6,0.0141492978520365
7,104,two_back,7,0.0164782917320069
0,104,no_back,0,0.0074485215895546
1,104,no_back,1,0.0066358355152325
2,104,no_back,2,0.0055406699034225
3,104,no_back,3,0.0041389922252818
4,104,no_back,4,0.0046493248985466
5,104,no_back,5,0.003209330001292
6,104,no_back,6,0.0035945458681625
7,104,no_back,7,0.0050243074128137
0,105,two_back,0,0.0144929166914467
1,105,two_back,1,0.0199642759954159
2,105,two_back,2,0.0227718981079447
3,105,two_back,3,0.0260358641846457
4,105,two_back,4,0.0256350322436346
5,105,two_back,5,0.0262168689190022
6,105,two_back,6,0.0262540234383645
7,105,two_back,7,0.0260807272508837
0,105,no_back,0,0.0274584533053763
1,105,no_back,1,0.0371326713087944
2,105,no_back,2,0.0397057937738828
3,105,no_back,3,0.042442193561195
4,105,no_back,4,0.0430658150564681
5,105,no_back,5,0.0448256006333373
6,105,no_back,6,0.0434417389731568
7,105,no_back,7,0.0439796734549321
0,106,two_back,0,0.0053001916310863
1,106,two_back,1,0.0080023013802305
2,106,two_back,2,0.0101030328538522
3,106,two_back,3,0.0115690316167869
4,106,two_back,4,0.0137060801160013
5,106,two_back,5,0.0154279708160668
6,106,two_back,6,0.0081886586153685
7,106,two_back,7,0.0097125383679067
0,106,no_back,0,0.0060551737320565
1,106,no_back,1,0.0112998666071179
2,106,no_back,2,0.0151327616724052
3,106,no_back,3,0.0206635831633038
4,106,no_back,4,0.0251262996858106
5,106,no_back,5,0.0303720721899618
6,106,no_back,6,0.0398761035089254
7,106,no_back,7,0.0464544013158974
0,107,two_back,0,0.0087097213584116
1,107,two_back,1,0.0091025341303258
2,107,two_back,2,0.0090095610644031
3,107,two_back,3,0.0101389237652341
4,107,two_back,4,0.0131578589075574
5,107,two_back,5,0.0135503010575485
6,107,two_back,6,0.0088940569047207
7,107,two_back,7,0.0143685875031787
0,107,no_back,0,0.0154986779983386
1,107,no_back,1,0.0203625367295809
2,107,no_back,2,0.0260550146903597
3,107,no_back,3,0.0341163412703808
4,107,no_back,4,0.0424272778734433
5,107,no_back,5,0.0464516947384073
6,107,no_back,6,0.0540812865177938
7,107,no_back,7,0.0551049503248128
0,108,two_back,0,0.0110843996125451
1,108,two_back,1,0.0127907393206132
2,108,two_back,2,0.0141762343862929
3,108,two_back,3,0.0126063041209448
4,108,two_back,4,0.0074935663746743
5,108,two_back,5,0.0093336578514474
6,108,two_back,6,0.0125868828868195
7,108,two_back,7,0.0105416301525538
0,108,no_back,0,0.0073119134267281
1,108,no_back,1,0.0086928986577628
2,108,no_back,2,0.0088057587398781
3,108,no_back,3,0.0100726372330952
4,108,no_back,4,0.0128353747341342
5,108,no_back,5,0.0146197159223643
6,108,no_back,6,0.0166598161780472
7,108,no_back,7,0.0161083906990494
0,109,two_back,0,0.0119558481907761
1,109,two_back,1,0.0074759320043291
2,109,two_back,2,0.0058631618849406
3,109,two_back,3,0.0018618169803387
4,109,two_back,4,-0.0015965703209824
5,109,two_back,5,-0.0043119504992218
6,109,two_back,6,-0.0083083514578589
7,109,two_back,7,-0.010074558497573
0,109,no_back,0,0.0094685384179931
1,109,no_back,1,0.0142122240315171
2,109,no_back,2,0.0138428946043803
3,109,no_back,3,0.0177030588178094
4,109,no_back,4,0.022456569392734
5,109,no_back,5,0.0252610681452248
6,109,no_back,6,0.0260004342962649
7,109,no_back,7,0.0284547181086076
0,110,two_back,0,0.0238592043512054
1,110,two_back,1,0.0277845727587616
2,110,two_back,2,0.029554064269774
3,110,two_back,3,0.0298762476728476
4,110,two_back,4,0.0275838038251174
5,110,two_back,5,0.0280114361703553
6,110,two_back,6,0.0231759693662255
7,110,two_back,7,0.023931099419465
0,110,no_back,0,0.0164649788141165
1,110,no_back,1,0.0236949161232957
2,110,no_back,2,0.0245631070708578
3,110,no_back,3,0.0252917562997093
4,110,no_back,4,0.0299469780820037
5,110,no_back,5,0.0344680852752845
6,110,no_back,6,0.0374350382220276
7,110,no_back,7,0.0405704095044232
0,111,two_back,0,0.0082318458658277
1,111,two_back,1,0.0113479178712646
2,111,two_back,2,0.0135877699976674
3,111,two_back,3,0.0176193480163991
4,111,two_back,4,0.0248524673867686
5,111,two_back,5,0.0300300363027904
6,111,two_back,6,0.0318505502962253
7,111,two_back,7,0.0417505846938011
0,111,no_back,0,0.0088373980087651
1,111,no_back,1,0.0123575057878819
2,111,no_back,2,0.0174510606292852
3,111,no_back,3,0.0235474199929278
4,111,no_back,4,0.0298116077650686
5,111,no_back,5,0.0361788331220564
6,111,no_back,6,0.0418125351523444
7,111,no_back,7,0.0460437311711271
0,112,two_back,0,0.0028395510023554
1,112,two_back,1,0.0059994703802138
2,112,two_back,2,0.0084456142488649
3,112,two_back,3,0.0096247320320821
4,112,two_back,4,0.0056712742885321
5,112,two_back,5,0.0054473441167768
6,112,two_back,6,0.0046106066028037
7,112,two_back,7,0.0019083854950763
0,112,no_back,0,0.0058855235694883
1,112,no_back,1,0.0111063925986312
2,112,no_back,2,0.0158220759079365
3,112,no_back,3,0.021246166081216
4,112,no_back,4,0.0277528304940276
5,112,no_back,5,0.0337665210722644
6,112,no_back,6,0.0371201981444298
7,112,no_back,7,0.0392374210308711
0,113,two_back,0,0.0148807043832453
1,113,two_back,1,0.0167326022658801
2,113,two_back,2,0.0148280628268592
3,113,two_back,3,0.0188122526314158
4,113,two_back,4,0.021913994310044
5,113,two_back,5,0.0257198163399736
6,113,two_back,6,0.0256154863247986
7,113,two_back,7,0.0307058172974381
0,113,no_back,0,0.0156644862084505
1,113,no_back,1,0.0142522717941016
2,113,no_back,2,0.0094753839085097
3,113,no_back,3,0.0148000004880018
4,113,no_back,4,0.0235977620281438
5,113,no_back,5,0.0277394425812599
6,113,no_back,6,0.0285079035203544
7,113,no_back,7,0.0291781141972296
0,114,two_back,0,0.0122608867754862
1,114,two_back,1,0.0156907477189861
2,114,two_back,2,0.0192223343027181
3,114,two_back,3,0.0228847966538156
4,114,two_back,4,0.0269659236415821
5,114,two_back,5,0.0283507221068037
6,114,two_back,6,0.0306352841434315
7,114,two_back,7,0.0340613859317238
0,114,no_back,0,-0.0032801336974995
1,114,no_back,1,-0.0069061347344539
2,114,no_back,2,-0.009570987830305
3,114,no_back,3,-0.0092105629011574
4,114,no_back,4,-0.0072985429102417
5,114,no_back,5,-0.0092660260439947
6,114,no_back,6,-0.0096468991297004
7,114,no_back,7,-0.012164925198516
0,115,two_back,0,0.0110268762965139
1,115,two_back,1,0.0112353746392482
2,115,two_back,2,0.017243620663135
3,115,two_back,3,0.0221639415325194
4,115,two_back,4,0.0263055009429334
5,115,two_back,5,0.0288591683330911
6,115,two_back,6,0.0261255922809283
7,115,two_back,7,0.0294842418325752
0,115,no_back,0,0.0207478540987385
1,115,no_back,1,0.0247555628719126
2,115,no_back,2,0.0274348001271674
3,115,no_back,3,0.0326160803803991
4,115,no_back,4,0.0330878821732091
5,115,no_back,5,0.0364596581744981
6,115,no_back,6,0.035302932634313
7,115,no_back,7,0.0385908419269296
0,116,two_back,0,0.0157245085204009
1,116,two_back,1,0.0189280546438752
2,116,two_back,2,0.0200293692129529
3,116,two_back,3,0.0171774952566685
4,116,two_back,4,0.0145593563393054
5,116,two_back,5,0.0161801007082678
6,116,two_back,6,0.0181888023445456
7,116,two_back,7,0.0178512955985859
0,116,no_back,0,0.01769547298961
1,116,no_back,1,0.0283304347013176
2,116,no_back,2,0.0289327687819041
3,116,no_back,3,0.0355843059760571
4,116,no_back,4,0.0379052073125102
5,116,no_back,5,0.0420067723982314
6,116,no_back,6,0.0419933831088577
7,116,no_back,7,0.0461245028280901
0,117,two_back,0,0.0179878697954911
1,117,two_back,1,0.0223802670784871
2,117,two_back,2,0.0249253680088072
3,117,two_back,3,0.0250798787542661
4,117,two_back,4,0.0247748350431631
5,117,two_back,5,0.0272966442858983
6,117,two_back,6,0.0187866316035331
7,117,two_back,7,0.0234014067404391
0,117,no_back,0,0.0127731978289495
1,117,no_back,1,0.0171567770004208
2,117,no_back,2,0.0208481399350418
3,117,no_back,3,0.0224916104057626
4,117,no_back,4,0.0225174026283606
5,117,no_back,5,0.0241778531030139
6,117,no_back,6,0.0247297129332985
7,117,no_back,7,0.0250828245239749
0,118,two_back,0,0.0134607915592351
1,118,two_back,1,0.0131593030575045
2,118,two_back,2,0.0151562887507925
3,118,two_back,3,0.0162472420518732
4,118,two_back,4,0.0187898148905439
5,118,two_back,5,0.0148354511266599
6,118,two_back,6,0.013219781665021
7,118,two_back,7,0.0116241228336136
0,118,no_back,0,0.004768219826287
1,118,no_back,1,0.0030959159220109
2,118,no_back,2,0.002585838644842
3,118,no_back,3,0.0004944276797027
4,118,no_back,4,0.0013398280247206
5,118,no_back,5,0.0025834046136805
6,118,no_back,6,0.0048280840127324
7,118,no_back,7,0.0084909813171479
0,119,two_back,0,0.0124560447188417
1,119,two_back,1,0.0211634200688589
2,119,two_back,2,0.0223886500848941
3,119,two_back,3,0.0263804966549723
4,119,two_back,4,0.0297594933800566
5,119,two_back,5,0.031764599328484
6,119,two_back,6,0.0328098555369679
7,119,two_back,7,0.034492244761175
0,119,no_back,0,0.0010749796275832
1,119,no_back,1,0.0031209815646836
2,119,no_back,2,0.0070368909488369
3,119,no_back,3,0.0134951396656041
4,119,no_back,4,0.0213894550387888
5,119,no_back,5,0.0250413846899105
6,119,no_back,6,0.0266178022518171
7,119,no_back,7,0.0291237558555465
0,120,two_back,0,0.0191079199154989
1,120,two_back,1,0.0267973249275236
2,120,two_back,2,0.0267401459754454
3,120,two_back,3,0.0299427714013641
4,120,two_back,4,0.034286225889782
5,120,two_back,5,0.036917001025109
6,120,two_back,6,0.0410173319567089
7,120,two_back,7,0.0430119616397676
0,120,no_back,0,0.0120712813330179
1,120,no_back,1,0.0137451834765877
2,120,no_back,2,0.0136566316399001
3,120,no_back,3,0.0167767323871846
4,120,no_back,4,0.0205779555707427
5,120,no_back,5,0.0219458828670275
6,120,no_back,6,0.0285285466577698
7,120,no_back,7,0.0291971077164459
0,121,two_back,0,0.005421132848256
1,121,two_back,1,0.00525773192763
2,121,two_back,2,0.0058540581239032
3,121,two_back,3,0.0066746605057629
4,121,two_back,4,0.0075697504395975
5,121,two_back,5,0.0086881226567547
6,121,two_back,6,0.01119487859612
7,121,two_back,7,0.0114397026743982
0,121,no_back,0,0.0099379986183379
1,121,no_back,1,0.0095287661747203
2,121,no_back,2,0.0072990581032303
3,121,no_back,3,0.0036413753008256
4,121,no_back,4,-0.0028629021383551
5,121,no_back,5,-0.0069795591453626
6,121,no_back,6,-0.0043762618920459
7,121,no_back,7,-0.0096953804076087
0,122,two_back,0,0.0197682921163184
1,122,two_back,1,0.0180694846599841
2,122,two_back,2,0.0200524062104425
3,122,two_back,3,0.0201270699566396
4,122,two_back,4,0.0232933291823218
5,122,two_back,5,0.022600619839416
6,122,two_back,6,0.0265970245818426
7,122,two_back,7,0.0262892216920658
0,122,no_back,0,0.0179027981520745
1,122,no_back,1,0.0269643310909223
2,122,no_back,2,0.0267991043747212
3,122,no_back,3,0.027802084803192
4,122,no_back,4,0.0291182272367831
5,122,no_back,5,0.0300632335598637
6,122,no_back,6,0.0342836799576599
7,122,no_back,7,0.0309227249102197
0,123,two_back,0,0.013398793618609
1,123,two_back,1,0.0197180211713127
2,123,two_back,2,0.0270596079497461
3,123,two_back,3,0.0317507035267657
4,123,two_back,4,0.0344062327321759
5,123,two_back,5,0.0331016238687986
6,123,two_back,6,0.024875083578638
7,123,two_back,7,0.0255259498970162
0,123,no_back,0,0.0297369815855431
1,123,no_back,1,0.034607896874914
2,123,no_back,2,0.0410175052752526
3,123,no_back,3,0.0471350371272688
4,123,no_back,4,0.0482829036168853
5,123,no_back,5,0.052817120415966
6,123,no_back,6,0.0576079067821925
7,123,no_back,7,0.0588561080321567
0,124,two_back,0,0.0177652522806329
1,124,two_back,1,0.0190687070650584
2,124,two_back,2,0.0203586506863165
3,124,two_back,3,0.0218193464992965
4,124,two_back,4,0.0183781596172373
5,124,two_back,5,0.0174165792580013
6,124,two_back,6,0.018622075842901
7,124,two_back,7,0.0196006060285828
0,124,no_back,0,0.0179450593140909
1,124,no_back,1,0.020282083589808
2,124,no_back,2,0.0234115594460696
3,124,no_back,3,0.0233104107208679
4,124,no_back,4,0.0226664900520099
5,124,no_back,5,0.0253479026632327
6,124,no_back,6,0.0275930503780696
7,124,no_back,7,0.032636874729921
0,125,two_back,0,0.0204563616678115
1,125,two_back,1,0.02482987926057
2,125,two_back,2,0.0333646574619239
3,125,two_back,3,0.0423994504590459
4,125,two_back,4,0.0468176101573532
5,125,two_back,5,0.0491684850018929
6,125,two_back,6,0.0598471301836077
7,125,two_back,7,0.0555325624030741
0,125,no_back,0,0.0074485760802562
1,125,no_back,1,0.0089779037263703
2,125,no_back,2,0.0115605571790293
3,125,no_back,3,0.0161700916268818
4,125,no_back,4,0.020065920297561
5,125,no_back,5,0.0261351916211897
6,125,no_back,6,0.0261277030833099
7,125,no_back,7,0.0282359048942351
0,126,two_back,0,0.0141798205269432
1,126,two_back,1,0.0204961927497257
2,126,two_back,2,0.0257434337819625
3,126,two_back,3,0.0325835186575617
4,126,two_back,4,0.0419854240978056
5,126,two_back,5,0.0473911035184209
6,126,two_back,6,0.0570890469376652
7,126,two_back,7,0.0570121400931813
0,126,no_back,0,0.009205791338288
1,126,no_back,1,0.0121135471383968
2,126,no_back,2,0.0137454832626577
3,126,no_back,3,0.0162571056160311
4,126,no_back,4,0.0224428073881698
5,126,no_back,5,0.0223862556094921
6,126,no_back,6,0.0270563999008653
7,126,no_back,7,0.0239586693695767
0,127,two_back,0,0.0356854477084393
1,127,two_back,1,0.0421171889938271
2,127,two_back,2,0.0477022033966225
3,127,two_back,3,0.051807680118769
4,127,two_back,4,0.0521196637558036
5,127,two_back,5,0.0556275634470922
6,127,two_back,6,0.0440730203658697
7,127,two_back,7,0.0496764807702849
0,127,no_back,0,0.0359900095666197
1,127,no_back,1,0.0437408832529865
2,127,no_back,2,0.0489491635553309
3,127,no_back,3,0.0517585804971979
4,127,no_back,4,0.0550214343472355
5,127,no_back,5,0.0583131870340786
6,127,no_back,6,0.0646150459679266
7,127,no_back,7,0.0688036793882113
0,128,two_back,0,0.0056573724681683
1,128,two_back,1,0.0066717408208506
2,128,two_back,2,0.0067447746627536
3,128,two_back,3,0.0075673672796775
4,128,two_back,4,0.0078457435857156
5,128,two_back,5,0.0078287005520933
6,128,two_back,6,0.0030098924367207
7,128,two_back,7,0.0039170883402149
0,128,no_back,0,-0.0002900542114502
1,128,no_back,1,0.0027260056943823
2,128,no_back,2,0.0022764193807877
3,128,no_back,3,0.0030064890650321
4,128,no_back,4,0.0020223410929425
5,128,no_back,5,0.0007782954180166
6,128,no_back,6,-0.0015077800623586
7,128,no_back,7,-0.0012512595041861
0,129,two_back,0,0.0027367871684882
1,129,two_back,1,0.0062445825836994
2,129,two_back,2,0.0125511400618337
3,129,two_back,3,0.0162063566791385
4,129,two_back,4,0.0220937319715299
5,129,two_back,5,0.0292611078688039
6,129,two_back,6,0.0334259141394386
7,129,two_back,7,0.037481205678855
0,129,no_back,0,0.0011589450960707
1,129,no_back,1,0.0017490030205779
