Unnamed: 0,subject,condition,scale,mmse
3,12,two_back,3,-0.0024989949731032
4,12,two_back,4,-0.0063453683179787
5,12,two_back,5,-0.0068976832431982
6,12,two_back,6,-0.0095778448330241
7,12,two_back,7,-0.0121777071666042
0,12,no_back,0,0.009405725255884
1,12,no_back,1,0.0113175857150284
2,12,no_back,2,0.0120703211830257
3,12,no_back,3,0.0148414785884583
4,12,no_back,4,0.0141270101538404
5,12,no_back,5,0.0162094015748963
6,12,no_back,6,0.0162539763127917
7,12,no_back,7,0.0200512987191258
0,13,two_back,0,0.0058952209227507
1,13,two_back,1,-0.000756704377182
2,13,two_back,2,-0.0010693589004346
3,13,two_back,3,0.0011706226713039
4,13,two_back,4,0.0040848880942472
5,13,two_back,5,0.0032752066750213
6,13,two_back,6,0.0052254579112762
7,13,two_back,7,0.0025361778872563
0,13,no_back,0,0.0036922080663567
1,13,no_back,1,0.0023272157623113
2,13,no_back,2,0.0005516114624399
3,13,no_back,3,0.0010757502169336
4,13,no_back,4,0.005587780720561
5,13,no_back,5,0.0052676554445589
6,13,no_back,6,0.0095910719280443
7,13,no_back,7,0.0091439979936454
0,14,two_back,0,0.009770440097544
1,14,two_back,1,0.012496070382165
2,14,two_back,2,0.0159314329441854
3,14,two_back,3,0.0186270235178153
4,14,two_back,4,0.019433364884571
5,14,two_back,5,0.0213263073265182
6,14,two_back,6,0.0210417718249616
7,14,two_back,7,0.0235693381038555
0,14,no_back,0,0.0002024707722986
1,14,no_back,1,-0.0024507274332726
2,14,no_back,2,-0.0028291778708309
3,14,no_back,3,-0.0044169674753585
4,14,no_back,4,-0.0028109368268378
5,14,no_back,5,-0.0022050852822037
6,14,no_back,6,-0.0014316307528937
7,14,no_back,7,0.0020320653022465
0,15,two_back,0,0.0185316794064621
1,15,two_back,1,0.0222773792091656
2,15,two_back,2,0.0264785661160782
3,15,two_back,3,0.0282135317349651
4,15,two_back,4,0.027808937451567
5,15,two_back,5,0.0274276595817805
6,15,two_back,6,0.0140940201384889
7,15,two_back,7,0.0166090208642103
0,15,no_back,0,0.0117466065350359
1,15,no_back,1,0.0198395922324971
2,15,no_back,2,0.0248293401387198
3,15,no_back,3,0.0302380316591242
4,15,no_back,4,0.035230669328274
5,15,no_back,5,0.0389582005172748
6,15,no_back,6,0.0339945563894099
7,15,no_back,7,0.0347299699127209
0,16,two_back,0,0.0099334943543379
1,16,two_back,1,0.0108372768468388
2,16,two_back,2,0.0129989864610712
3,16,two_back,3,0.015003322130551
4,16,two_back,4,0.0173111596138503
5,16,two_back,5,0.0185837480551095
6,16,two_back,6,0.0256033546209255
7,16,two_back,7,0.0282802101242764
0,16,no_back,0,0.0152539158004479
1,16,no_back,1,0.0240583995180838
2,16,no_back,2,0.0274617031868408
3,16,no_back,3,0.0327544137043803
4,16,no_back,4,0.0347026994541731
5,16,no_back,5,0.0335267101573525
6,16,no_back,6,0.0319163637585336
7,16,no_back,7,0.0281296194589099
0,17,two_back,0,0.0108886340803579
1,17,two_back,1,0.0183596062761875
2,17,two_back,2,0.0236660497539648
3,17,two_back,3,0.0286780045167505
4,17,two_back,4,0.0296169292891965
5,17,two_back,5,0.0299279305093806
6,17,two_back,6,0.0276137266730126
7,17,two_back,7,0.0231469274898242
0,17,no_back,0,-0.0037964592827963
1,17,no_back,1,-0.0016412814249624
2,17,no_back,2,-0.0007345176960982
3,17,no_back,3,0.0006684536101553
4,17,no_back,4,0.001338985171293
5,17,no_back,5,0.0023783073643691
6,17,no_back,6,0.0030178928171782
7,17,no_back,7,0.00499461506147
0,18,two_back,0,0.0062363111174377
1,18,two_back,1,0.0090170720631841
2,18,two_back,2,0.0113334945153138
3,18,two_back,3,0.0158406622343548
4,18,two_back,4,0.0159684311243879
5,18,two_back,5,0.0150479524474198
6,18,two_back,6,0.0111381353952098
7,18,two_back,7,0.0101238575548323
0,18,no_back,0,-0.0010693549967204
1,18,no_back,1,-0.0014280494631121
2,18,no_back,2,-0.0031301264242881
3,18,no_back,3,-0.0026933554620864
4,18,no_back,4,-0.0038510522600961
5,18,no_back,5,-0.0047497652086094
6,18,no_back,6,-0.0002457293359738
7,18,no_back,7,-0.00748173708029
0,19,two_back,0,0.0079690509537014
1,19,two_back,1,0.0101536032865262
2,19,two_back,2,0.0116122547071599
3,19,two_back,3,0.018431760396142
4,19,two_back,4,0.0213756817978734
5,19,two_back,5,0.0266537899173543
6,19,two_back,6,0.0287587802936818
7,19,two_back,7,0.0329733050241776
0,19,no_back,0,0.0037776963537512
1,19,no_back,1,-0.0011173168820673
2,19,no_back,2,0.0008557031068138
3,19,no_back,3,0.002881373065331
4,19,no_back,4,0.0046924553767739
5,19,no_back,5,0.0051390701970726
6,19,no_back,6,0.0067550937361406
7,19,no_back,7,0.00325289134665
0,20,two_back,0,0.0219468998430803
1,20,two_back,1,0.0233550153432353
2,20,two_back,2,0.0240826468686193
3,20,two_back,3,0.0255799445986133
4,20,two_back,4,0.0214770183291506
5,20,two_back,5,0.0208736473679667
6,20,two_back,6,0.0204420287497981
7,20,two_back,7,0.0183471831252107
0,20,no_back,0,0.0252182046975436
1,20,no_back,1,0.0260473499234366
2,20,no_back,2,0.0271850701168506
3,20,no_back,3,0.0284232846572716
4,20,no_back,4,0.0300939345147457
5,20,no_back,5,0.03437231770688
6,20,no_back,6,0.0361756524154277
7,20,no_back,7,0.041777425063099
0,21,two_back,0,0.0051507296189274
1,21,two_back,1,0.0074896385827156
2,21,two_back,2,0.005689230562031
3,21,two_back,3,0.0045972541756467
4,21,two_back,4,0.0049994974886102
5,21,two_back,5,0.0034103753986472
6,21,two_back,6,-0.0010198249759904
7,21,two_back,7,-0.0052523623515553
0,21,no_back,0,0.008495257330643
1,21,no_back,1,0.0120663769565976
2,21,no_back,2,0.0101756449856057
3,21,no_back,3,0.0122464116646529
4,21,no_back,4,0.0139441775417404
5,21,no_back,5,0.0164053242442003
6,21,no_back,6,0.0232376158835312
7,21,no_back,7,0.0256279983874676
0,22,two_back,0,0.0196882752032514
1,22,two_back,1,0.0240530969902467
2,22,two_back,2,0.0274322499992557
3,22,two_back,3,0.0325774203074345
4,22,two_back,4,0.0337296234667094
5,22,two_back,5,0.0363774967706029
6,22,two_back,6,0.0328893511439347
7,22,two_back,7,0.0354244618225738
0,22,no_back,0,0.017241790924516
1,22,no_back,1,0.0260709247850128
2,22,no_back,2,0.0317762630021993
3,22,no_back,3,0.038396768434454
4,22,no_back,4,0.0409928560691692
5,22,no_back,5,0.0450577457854382
6,22,no_back,6,0.045659039109754
7,22,no_back,7,0.0518859505007706
0,23,two_back,0,0.0113558861607406
1,23,two_back,1,0.0157258764974315
2,23,two_back,2,0.0181072420214317
3,23,two_back,3,0.0194607450455963
4,23,two_back,4,0.0204478053063445
5,23,two_back,5,0.0203424145820703
6,23,two_back,6,0.0139575408953605
7,23,two_back,7,0.0159926996231238
0,23,no_back,0,0.0130970150463866
1,23,no_back,1,0.0171496968004264
2,23,no_back,2,0.0169366665247385
3,23,no_back,3,0.0212348906146137
4,23,no_back,4,0.0248558118769859
5,23,no_back,5,0.0257797725043039
6,23,no_back,6,0.0339903295681604
7,23,no_back,7,0.0343975118333338
0,24,two_back,0,0.0145616383346763
1,24,two_back,1,0.0206349329806698
2,24,two_back,2,0.0264597996124508
3,24,two_back,3,0.0316720137177727
4,24,two_back,4,0.0347357004395754
5,24,two_back,5,0.0398874874465734
6,24,two_back,6,0.0426690375227669
7,24,two_back,7,0.0444754460646986
0,24,no_back,0,0.0120569957963355
1,24,no_back,1,0.0151980357380343
2,24,no_back,2,0.0183706314150774
3,24,no_back,3,0.0219560258325625
4,24,no_back,4,0.0265033845386072
5,24,no_back,5,0.0310241753504306
6,24,no_back,6,0.0365363875016673
7,24,no_back,7,0.0397309606804145
0,25,two_back,0,0.0112985576853766
1,25,two_back,1,0.0161778733042314
2,25,two_back,2,0.0216919604370994
3,25,two_back,3,0.0257300046905689
4,25,two_back,4,0.0269748152639822
5,25,two_back,5,0.0294258579687739
6,25,two_back,6,0.0313772873034458
7,25,two_back,7,0.0320142631780315
0,25,no_back,0,0.0071917300173274
1,25,no_back,1,0.006964182937228
2,25,no_back,2,0.0118770835183711
3,25,no_back,3,0.0155782085292585
4,25,no_back,4,0.019744817872752
5,25,no_back,5,0.0245372039356776
6,25,no_back,6,0.0235727461576332
7,25,no_back,7,0.0295275684936798
0,26,two_back,0,0.0003369084351903
1,26,two_back,1,0.0025259211139665
2,26,two_back,2,0.0040802682147209
3,26,two_back,3,0.0046354896618004
4,26,two_back,4,0.0071155694728227
5,26,two_back,5,0.0079558467202243
6,26,two_back,6,0.0096462321820515
7,26,two_back,7,0.0097842760607316
0,26,no_back,0,0.0103280614703808
1,26,no_back,1,0.0120879101990718
2,26,no_back,2,0.0136799113735163
3,26,no_back,3,0.0182185917276952
4,26,no_back,4,0.0205155501206189
5,26,no_back,5,0.0229546807646151
6,26,no_back,6,0.0232055846055517
7,26,no_back,7,0.0262047235257854
0,27,two_back,0,0.0210803134472377
1,27,two_back,1,0.0208275860818408
2,27,two_back,2,0.0210192132380178
3,27,two_back,3,0.0190983018570954
4,27,two_back,4,0.0168697264041723
5,27,two_back,5,0.0135735251768364
6,27,two_back,6,0.0089693224379382
7,27,two_back,7,0.0059763861791108
0,27,no_back,0,0.0221856291609733
1,27,no_back,1,0.024970795421305
2,27,no_back,2,0.026206196108369
3,27,no_back,3,0.0279908543712872
4,27,no_back,4,0.0292233630645902
5,27,no_back,5,0.0325266900628112
6,27,no_back,6,0.0354460942140476
7,27,no_back,7,0.0363638540385389
0,28,two_back,0,0.0099929619395151
1,28,two_back,1,0.0150682495768355
2,28,two_back,2,0.0144552976709145
3,28,two_back,3,0.0182366139556838
4,28,two_back,4,0.0182160198999165
5,28,two_back,5,0.0164391002904936
6,28,two_back,6,0.0167294286691279
7,28,two_back,7,0.0123329701504864
0,28,no_back,0,0.0064400102388645
1,28,no_back,1,0.0083001902229701
2,28,no_back,2,0.0102930952098262
3,28,no_back,3,0.0129643461141025
4,28,no_back,4,0.0133982842524414
5,28,no_back,5,0.0158405241125617
6,28,no_back,6,0.008301215241049
7,28,no_back,7,0.0117565266715449
0,29,two_back,0,0.0033480721024604
1,29,two_back,1,0.0047504032911143
2,29,two_back,2,0.0066440396807419
3,29,two_back,3,0.0102311249438395
4,29,two_back,4,0.0144480660399077
5,29,two_back,5,0.015016207351599
6,29,two_back,6,0.0145014279767871
7,29,two_back,7,0.0154865143859819
0,29,no_back,0,0.0014038832601843
1,29,no_back,1,0.0001781127829784
2,29,no_back,2,0.0017817110517004
3,29,no_back,3,0.0041982480941552
4,29,no_back,4,0.0044243298334594
5,29,no_back,5,0.0049346415134562
6,29,no_back,6,0.0045238834469791
7,29,no_back,7,0.0038534997300729
0,30,two_back,0,0.0126328008103986
1,30,two_back,1,0.013054875592722
2,30,two_back,2,0.0092967532293583
3,30,two_back,3,0.0055050717222784
4,30,two_back,4,-0.0029584811428254
5,30,two_back,5,-0.007531095688277
6,30,two_back,6,-0.013505919436586
7,30,two_back,7,-0.0163984706645625
0,30,no_back,0,0.0010757004682248
1,30,no_back,1,0.0034202275122324
2,30,no_back,2,0.0055215714669862
3,30,no_back,3,0.0066935862206123
4,30,no_back,4,0.0083354783818465
5,30,no_back,5,0.0107046492107552
6,30,no_back,6,0.0120186865696215
7,30,no_back,7,0.0137042778877629
0,31,two_back,0,0.0155982222072291
1,31,two_back,1,0.0184861451545742
2,31,two_back,2,0.0149679196548118
3,31,two_back,3,0.0145910683097762
4,31,two_back,4,0.0155636604671007
5,31,two_back,5,0.0157202507825551
6,31,two_back,6,0.0174620658407869
7,31,two_back,7,0.0177266294055642
0,31,no_back,0,0.0151110636717831
1,31,no_back,1,0.0230626982524259
2,31,no_back,2,0.0255847515674861
3,31,no_back,3,0.0320927217610223
4,31,no_back,4,0.0379029783022104
5,31,no_back,5,0.0462658044085948
6,31,no_back,6,0.0470902295260147
7,31,no_back,7,0.0511751051152795
0,32,two_back,0,0.010371955594443
1,32,two_back,1,0.016130133910443
2,32,two_back,2,0.0186438467155652
3,32,two_back,3,0.0202934714035612
4,32,two_back,4,0.0167806907885117
5,32,two_back,5,0.0190012617780078
6,32,two_back,6,0.0175835911274549
7,32,two_back,7,0.0187172305466219
0,32,no_back,0,0.0116707676285459
1,32,no_back,1,0.0198893012160562
2,32,no_back,2,0.0242659337911616
3,32,no_back,3,0.0266446892121076
4,32,no_back,4,0.0273143619524628
5,32,no_back,5,0.0277505223866366
6,32,no_back,6,0.0266237842475653
7,32,no_back,7,0.0316829585039149
0,33,two_back,0,0.0205997399343223
1,33,two_back,1,0.0233100773559551
2,33,two_back,2,0.0227540198944582
3,33,two_back,3,0.0210652947978084
4,33,two_back,4,0.0235383832137539
5,33,two_back,5,0.0285758396264416
6,33,two_back,6,0.0297213750664025
7,33,two_back,7,0.0347465440984677
0,33,no_back,0,0.0141379996742318
1,33,no_back,1,0.0207631671769472
2,33,no_back,2,0.0262932386353299
3,33,no_back,3,0.0314336367049034
4,33,no_back,4,0.0338006243815771
5,33,no_back,5,0.0342927444876902
6,33,no_back,6,0.0289980100838756
7,33,no_back,7,0.0295560752058524
0,34,two_back,0,-0.0018597514162521
1,34,two_back,1,0.0006820651185015
2,34,two_back,2,0.0016032587235875
3,34,two_back,3,0.0017663563488066
4,34,two_back,4,0.0018646775010362
5,34,two_back,5,0.0018479839740314
6,34,two_back,6,0.0003467707828116
7,34,two_back,7,0.000816415402728
0,34,no_back,0,0.0014642602999135
1,34,no_back,1,0.0036561117887374
2,34,no_back,2,0.0069363587385857
3,34,no_back,3,0.0102791281966921
4,34,no_back,4,0.0134743673850291
5,34,no_back,5,0.0144905979447942
6,34,no_back,6,0.0128218439055697
7,34,no_back,7,0.015212196280712
0,35,two_back,0,0.0134886111502081
1,35,two_back,1,0.0164135451117479
2,35,two_back,2,0.0178279051407435
3,35,two_back,3,0.0231487602995144
4,35,two_back,4,0.0255789742637748
5,35,two_back,5,0.0256085636623485
6,35,two_back,6,0.0270866623110195
7,35,two_back,7,0.0274357534365286
0,35,no_back,0,0.0025456790825377
1,35,no_back,1,0.0028174527353522
2,35,no_back,2,0.0030765254110635
3,35,no_back,3,0.0033813264710784
4,35,no_back,4,0.0046534266025086
5,35,no_back,5,0.0030427740775557
6,35,no_back,6,0.0004212475862319
7,35,no_back,7,-0.0006642721010327
0,36,two_back,0,0.0144338713011964
1,36,two_back,1,0.012916223126144
2,36,two_back,2,0.0137740555400511
3,36,two_back,3,0.0157385842233143
4,36,two_back,4,0.0208708648573814
5,36,two_back,5,0.0229584758178652
6,36,two_back,6,0.0295486236351567
7,36,two_back,7,0.027850870095073
0,36,no_back,0,0.0048458332307187
1,36,no_back,1,0.0059428692216776
2,36,no_back,2,0.0092740207963534
3,36,no_back,3,0.0104885204738748
4,36,no_back,4,0.0104589312866343
5,36,no_back,5,0.0139402216825075
6,36,no_back,6,0.0150888792039877
7,36,no_back,7,0.0203624393249457
0,37,two_back,0,0.0067105073980196
1,37,two_back,1,0.0107871308395672
2,37,two_back,2,0.0124455094723942
3,37,two_back,3,0.0119250009904434
4,37,two_back,4,0.0081728490497678
5,37,two_back,5,0.0056501641214444
6,37,two_back,6,-0.0005348907617088
7,37,two_back,7,0.0006938906108942
0,37,no_back,0,0.0075596101577483
1,37,no_back,1,0.0112945372754823
2,37,no_back,2,0.0122601179614412
3,37,no_back,3,0.0106662474434234
4,37,no_back,4,0.0032965929531622
5,37,no_back,5,0.0027115308543347
6,37,no_back,6,0.0077580728744048
7,37,no_back,7,0.0051186381611771
0,38,two_back,0,0.0072709236796655
1,38,two_back,1,0.0096185668048618
2,38,two_back,2,0.0141341654940323
3,38,two_back,3,0.0192927819725713
4,38,two_back,4,0.0230591365281709
5,38,two_back,5,0.0238790939058262
6,38,two_back,6,0.0315988427776132
7,38,two_back,7,0.0308167219359982
0,38,no_back,0,0.0069289278942466
1,38,no_back,1,0.0095796280789701
2,38,no_back,2,0.0150019994799034
3,38,no_back,3,0.0221222444832863
4,38,no_back,4,0.0269756093511471
5,38,no_back,5,0.0300184028179138
6,38,no_back,6,0.030645487945813
7,38,no_back,7,0.0311236532339459
0,39,two_back,0,0.0039966102631644
1,39,two_back,1,0.0023134856406423
2,39,two_back,2,0.0050314547518645
3,39,two_back,3,0.0093945823955597
4,39,two_back,4,0.0159666971837769
5,39,two_back,5,0.018502756004585
6,39,two_back,6,0.0231228859193289
7,39,two_back,7,0.0240958086368052
0,39,no_back,0,0.0050885804684988
1,39,no_back,1,0.005475532417022
2,39,no_back,2,0.0080741452029585
3,39,no_back,3,0.0133088650920208
4,39,no_back,4,0.0190739884912952
5,39,no_back,5,0.0225080047251535
6,39,no_back,6,0.0266501564991523
7,39,no_back,7,0.0302617449151082
0,40,two_back,0,0.0176689605707077
1,40,two_back,1,0.0190119163484855
2,40,two_back,2,0.0235337730929443
3,40,two_back,3,0.0261023231540469
4,40,two_back,4,0.0207657624289656
5,40,two_back,5,0.0227210983252501
6,40,two_back,6,0.0156175223836631
7,40,two_back,7,0.0195718837641056
0,40,no_back,0,0.0125139674483929
1,40,no_back,1,0.0191060933742799
2,40,no_back,2,0.0208889563467079
3,40,no_back,3,0.0241925930443657
4,40,no_back,4,0.0277699798131793
5,40,no_back,5,0.0295833137807756
6,40,no_back,6,0.0290834406456667
7,40,no_back,7,0.0300406764850953
0,41,two_back,0,0.0118486274734363
1,41,two_back,1,0.0170665707560652
2,41,two_back,2,0.0221981276813722
3,41,two_back,3,0.0265040732467909
4,41,two_back,4,0.0309533457592994
5,41,two_back,5,0.0307165074492935
6,41,two_back,6,0.0342334792366915
7,41,two_back,7,0.0352385518301319
0,41,no_back,0,0.0187214462613874
1,41,no_back,1,0.0255976024500582
2,41,no_back,2,0.0357317071859571
3,41,no_back,3,0.0434216537685753
4,41,no_back,4,0.0477468846471358
5,41,no_back,5,0.0540581533273885
6,41,no_back,6,0.0581859485827098
7,41,no_back,7,0.0650930685233363
0,42,two_back,0,0.0119994011055037
1,42,two_back,1,0.0155462419321052
2,42,two_back,2,0.0155287079758408
3,42,two_back,3,0.0209260711947473
4,42,two_back,4,0.0246827203369956
5,42,two_back,5,0.0276260771563114
6,42,two_back,6,0.0240741007807353
7,42,two_back,7,0.0287637378180377
0,42,no_back,0,0.0106067780664166
1,42,no_back,1,0.010667514212537
2,42,no_back,2,0.0108061510997088
3,42,no_back,3,0.0162101406715014
4,42,no_back,4,0.019709617333679
5,42,no_back,5,0.0223190900085316
6,42,no_back,6,0.0218677548915854
7,42,no_back,7,0.024961566630303
0,43,two_back,0,0.018119084765358
1,43,two_back,1,0.0234813399549775
2,43,two_back,2,0.0270299550751357
3,43,two_back,3,0.0310415504273205
4,43,two_back,4,0.0301838211970389
5,43,two_back,5,0.0334222999257859
6,43,two_back,6,0.0252890985581269
7,43,two_back,7,0.031956660321615
0,43,no_back,0,0.0171137414176041
1,43,no_back,1,0.0246153147537444
2,43,no_back,2,0.0280892779103588
3,43,no_back,3,0.0324986155571327
4,43,no_back,4,0.0394690836934256
5,43,no_back,5,0.0423818196063522
6,43,no_back,6,0.0487113661711464
7,43,no_back,7,0.0471434831957179
0,44,two_back,0,0.0063507490163731
1,44,two_back,1,0.0100259353326332
2,44,two_back,2,0.0092286662542559
3,44,two_back,3,0.0120981865718248
4,44,two_back,4,0.0101954844924385
5,44,two_back,5,0.0101386305646401
6,44,two_back,6,0.0028881793559454
7,44,two_back,7,0.0034841751837315
0,44,no_back,0,0.015133851408988
1,44,no_back,1,0.0217305658680097
2,44,no_back,2,0.0266397691448605
3,44,no_back,3,0.0330884085010063
4,44,no_back,4,0.0382929561269324
5,44,no_back,5,0.0412610520533424
6,44,no_back,6,0.039194390342943
7,44,no_back,7,0.0420072008780287
0,45,two_back,0,0.0196845757650093
1,45,two_back,1,0.0232637817491822
2,45,two_back,2,0.0260704158107422
3,45,two_back,3,0.0283561848708009
4,45,two_back,4,0.0304106713559755
5,45,two_back,5,0.0311742794806338
6,45,two_back,6,0.028685130387274
7,45,two_back,7,0.0296227973336338
0,45,no_back,0,0.0184958507322207
1,45,no_back,1,0.0242521708615199
2,45,no_back,2,0.0297797875106561
3,45,no_back,3,0.0345757526846739
4,45,no_back,4,0.037453515875713
5,45,no_back,5,0.0413155196848039
